split,method,seed,episodes,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_calibration_error,false_safe_confidence,abstain_rate,tail_param_error
hard_aggregate,vision_language_policy,5,384,0.54948,0.23177,0.15365,0.24585,0.00000,0.00000,0.74479,0.37517,0.03385,0.00000,0.38759
hard_aggregate,vision_language_policy,6,384,0.52865,0.25781,0.13802,0.24950,0.00000,0.00000,0.74132,0.38148,0.03125,0.00000,0.38355
hard_aggregate,vision_language_policy,7,384,0.49219,0.26562,0.18490,0.25602,0.00000,0.00000,0.71701,0.37501,0.03646,0.00000,0.38800
hard_aggregate,vision_language_policy,8,384,0.49219,0.27865,0.17969,0.25482,0.00000,0.00000,0.74479,0.37929,0.03385,0.00000,0.40294
hard_aggregate,vision_language_policy,9,384,0.53125,0.25260,0.16927,0.24783,0.00000,0.00000,0.74653,0.39391,0.04688,0.00000,0.41173
hard_aggregate,uncertainty_threshold_policy,0,384,0.39323,0.11458,0.31771,0.29685,0.00000,0.00000,0.73958,0.37561,0.05469,0.00000,0.47210
hard_aggregate,uncertainty_threshold_policy,1,384,0.40104,0.12500,0.33594,0.30257,0.00000,0.00000,0.71441,0.37798,0.06250,0.00000,0.48965
hard_aggregate,uncertainty_threshold_policy,2,384,0.42448,0.12760,0.29427,0.29637,0.00000,0.00000,0.72743,0.38102,0.04167,0.00000,0.46279
hard_aggregate,uncertainty_threshold_policy,3,384,0.37500,0.13802,0.33854,0.30015,0.00000,0.00000,0.72830,0.37995,0.06250,0.00000,0.47180
hard_aggregate,uncertainty_threshold_policy,4,384,0.34896,0.15885,0.34635,0.30438,0.00000,0.00000,0.75521,0.38667,0.05729,0.00000,0.47315
hard_aggregate,uncertainty_threshold_policy,5,384,0.40885,0.10417,0.33854,0.29424,0.00000,0.00000,0.74479,0.37517,0.04688,0.00000,0.46844
hard_aggregate,uncertainty_threshold_policy,6,384,0.37240,0.13281,0.29688,0.29540,0.00000,0.00000,0.74132,0.38148,0.04948,0.00000,0.45707
hard_aggregate,uncertainty_threshold_policy,7,384,0.41406,0.13281,0.29688,0.29556,0.00000,0.00000,0.71701,0.37501,0.04688,0.00000,0.47159
hard_aggregate,uncertainty_threshold_policy,8,384,0.42448,0.11979,0.30990,0.29537,0.00000,0.00000,0.74479,0.37929,0.03646,0.00000,0.47072
hard_aggregate,uncertainty_threshold_policy,9,384,0.41406,0.11198,0.34635,0.29376,0.00000,0.00000,0.74653,0.39391,0.04688,0.00000,0.46693
hard_aggregate,passive_tactile_classifier,0,384,0.55990,0.22135,0.16667,0.22591,2.00000,0.24000,0.83073,0.41338,0.02083,0.00000,0.36138
hard_aggregate,passive_tactile_classifier,1,384,0.55469,0.27865,0.13542,0.23146,2.00000,0.24000,0.81771,0.41539,0.01042,0.00000,0.34888
hard_aggregate,passive_tactile_classifier,2,384,0.57031,0.27344,0.11458,0.23172,2.00000,0.24000,0.82292,0.39976,0.01562,0.00000,0.36318
hard_aggregate,passive_tactile_classifier,3,384,0.58594,0.22656,0.13802,0.23350,2.00000,0.24000,0.82899,0.41444,0.01042,0.00000,0.36260
hard_aggregate,passive_tactile_classifier,4,384,0.57552,0.23698,0.13542,0.23025,2.00000,0.24000,0.84115,0.41258,0.00521,0.00000,0.36304
hard_aggregate,passive_tactile_classifier,5,384,0.62240,0.19792,0.13802,0.22020,2.00000,0.24000,0.83247,0.40764,0.01562,0.00000,0.33793
hard_aggregate,passive_tactile_classifier,6,384,0.61458,0.21615,0.10677,0.22114,2.00000,0.24000,0.83941,0.42382,0.01302,0.00000,0.34130
hard_aggregate,passive_tactile_classifier,7,384,0.56771,0.23177,0.14844,0.22596,2.00000,0.24000,0.81597,0.40577,0.01562,0.00000,0.35072
hard_aggregate,passive_tactile_classifier,8,384,0.58073,0.23698,0.15625,0.22461,2.00000,0.24000,0.82726,0.39760,0.01823,0.00000,0.35365
hard_aggregate,passive_tactile_classifier,9,384,0.60677,0.20833,0.13542,0.21978,2.00000,0.24000,0.83420,0.41248,0.02344,0.00000,0.34684
hard_aggregate,greedy_active_touch,0,384,0.51302,0.33854,0.15104,0.21557,2.00000,0.26289,0.82205,0.35708,0.02604,0.00000,0.36093
hard_aggregate,greedy_active_touch,1,384,0.48177,0.35938,0.14062,0.22324,2.00000,0.26258,0.82031,0.35923,0.03385,0.00000,0.35273
hard_aggregate,greedy_active_touch,2,384,0.51302,0.35417,0.10677,0.22357,2.00000,0.26198,0.82552,0.36306,0.01302,0.00000,0.36886
hard_aggregate,greedy_active_touch,3,384,0.49479,0.36719,0.13281,0.22022,2.00000,0.26315,0.83420,0.37064,0.04167,0.00000,0.35571
hard_aggregate,greedy_active_touch,4,384,0.47396,0.35417,0.13021,0.21906,2.00000,0.26409,0.82986,0.36756,0.02344,0.00000,0.35943
hard_aggregate,greedy_active_touch,5,384,0.52865,0.32031,0.13802,0.21371,2.00000,0.26333,0.83333,0.35572,0.03646,0.00000,0.33815
hard_aggregate,greedy_active_touch,6,384,0.53385,0.34115,0.11719,0.21066,2.00000,0.26109,0.82899,0.36538,0.02344,0.00000,0.34106
hard_aggregate,greedy_active_touch,7,384,0.50781,0.31771,0.14323,0.21752,2.00000,0.26188,0.81510,0.36830,0.01823,0.00000,0.34649
hard_aggregate,greedy_active_touch,8,384,0.52604,0.31771,0.14062,0.21732,2.00000,0.26362,0.82639,0.35112,0.03125,0.00000,0.36139
hard_aggregate,greedy_active_touch,9,384,0.55208,0.29948,0.14844,0.21494,2.00000,0.26016,0.82205,0.36488,0.02865,0.00000,0.36579
hard_aggregate,strong_tactile_then_policy,0,384,0.45833,0.45312,0.10156,0.18643,6.00000,0.79000,0.91319,0.43331,0.00000,0.00000,0.29644
hard_aggregate,strong_tactile_then_policy,1,384,0.45833,0.44271,0.09896,0.19286,6.00000,0.79000,0.91146,0.43550,0.00000,0.00000,0.29437
hard_aggregate,strong_tactile_then_policy,2,384,0.46615,0.45312,0.08854,0.19358,6.00000,0.79000,0.91320,0.41928,0.00000,0.00000,0.30526
hard_aggregate,strong_tactile_then_policy,3,384,0.44531,0.45052,0.11198,0.19339,6.00000,0.79000,0.91493,0.43752,0.00260,0.00000,0.30371
hard_aggregate,strong_tactile_then_policy,4,384,0.47135,0.42969,0.09375,0.18925,6.00000,0.79000,0.92535,0.44028,0.00000,0.00000,0.30929
hard_aggregate,strong_tactile_then_policy,5,384,0.48438,0.41146,0.11458,0.18470,6.00000,0.79000,0.91233,0.42193,0.00260,0.00000,0.28107
hard_aggregate,strong_tactile_then_policy,6,384,0.47917,0.44531,0.07552,0.18518,6.00000,0.79000,0.92882,0.43814,0.00000,0.00000,0.28974
hard_aggregate,strong_tactile_then_policy,7,384,0.42969,0.45573,0.10677,0.18727,6.00000,0.79000,0.91840,0.43902,0.00521,0.00000,0.30120
hard_aggregate,strong_tactile_then_policy,8,384,0.47656,0.44271,0.09635,0.18289,6.00000,0.79000,0.91754,0.41827,0.00521,0.00000,0.29817
hard_aggregate,strong_tactile_then_policy,9,384,0.45573,0.43229,0.11458,0.18436,6.00000,0.79000,0.92361,0.43146,0.00521,0.00000,0.29151
hard_aggregate,risk_aware_touch_policy,0,384,0.61458,0.16406,0.16927,0.22026,1.95833,0.22495,0.86545,0.36228,0.03385,0.00000,0.35858
hard_aggregate,risk_aware_touch_policy,1,384,0.60156,0.20052,0.16146,0.22039,1.95052,0.22260,0.87240,0.37850,0.06250,0.00000,0.34202
hard_aggregate,risk_aware_touch_policy,2,384,0.62500,0.19010,0.14323,0.22269,1.95833,0.22487,0.87674,0.36539,0.05469,0.00000,0.35641
hard_aggregate,risk_aware_touch_policy,3,384,0.61198,0.17188,0.18750,0.22795,1.96615,0.22562,0.86285,0.36872,0.04427,0.00000,0.36295
hard_aggregate,risk_aware_touch_policy,4,384,0.61719,0.19010,0.15625,0.21872,1.96094,0.22552,0.88108,0.37989,0.04948,0.00000,0.35602
hard_aggregate,risk_aware_touch_policy,5,384,0.67188,0.12760,0.17448,0.21186,1.95833,0.22182,0.87240,0.36916,0.03125,0.00000,0.33308
hard_aggregate,risk_aware_touch_policy,6,384,0.66406,0.16146,0.13281,0.21270,1.95833,0.22221,0.88368,0.38168,0.03646,0.00000,0.34771
hard_aggregate,risk_aware_touch_policy,7,384,0.62240,0.16146,0.17188,0.21673,1.96094,0.22352,0.86719,0.36792,0.03646,0.00000,0.34321
hard_aggregate,risk_aware_touch_policy,8,384,0.63021,0.15365,0.17969,0.21514,1.94792,0.22104,0.87500,0.35450,0.06250,0.00000,0.34819
hard_aggregate,risk_aware_touch_policy,9,384,0.65885,0.12760,0.19010,0.21478,1.96354,0.22141,0.88889,0.38367,0.05469,0.00000,0.35145
hard_aggregate,budgeted_information_gain,0,384,0.53646,0.29167,0.14062,0.21529,2.37500,0.27378,0.86198,0.36888,0.04427,0.00000,0.36218
hard_aggregate,budgeted_information_gain,1,384,0.57031,0.31771,0.10156,0.21175,2.37500,0.27161,0.88281,0.39554,0.05208,0.00000,0.33131
hard_aggregate,budgeted_information_gain,2,384,0.54427,0.33854,0.09896,0.21305,2.37500,0.27120,0.88195,0.37036,0.04688,0.00000,0.33461
hard_aggregate,budgeted_information_gain,3,384,0.56510,0.28385,0.13542,0.21743,2.37500,0.27424,0.87760,0.38659,0.03646,0.00000,0.35471
hard_aggregate,budgeted_information_gain,4,384,0.54688,0.32031,0.11719,0.21568,2.37500,0.27281,0.88455,0.38278,0.05729,0.00000,0.35274
hard_aggregate,budgeted_information_gain,5,384,0.57031,0.27865,0.12760,0.20339,2.37500,0.27310,0.88368,0.37478,0.06771,0.00000,0.32211
hard_aggregate,budgeted_information_gain,6,384,0.63021,0.26042,0.08333,0.20465,2.37500,0.27198,0.88802,0.37958,0.04948,0.00000,0.33262
hard_aggregate,budgeted_information_gain,7,384,0.53646,0.28906,0.14323,0.21075,2.37500,0.27349,0.87847,0.38266,0.04688,0.00000,0.34677
hard_aggregate,budgeted_information_gain,8,384,0.58333,0.28125,0.11979,0.20771,2.37500,0.27401,0.88281,0.36280,0.04948,0.00000,0.34623
hard_aggregate,budgeted_information_gain,9,384,0.56771,0.29427,0.12500,0.20660,2.37500,0.27094,0.89236,0.38997,0.04427,0.00000,0.34066
hard_aggregate,calibrated_debt_threshold,0,384,0.60417,0.15365,0.15365,0.25465,1.91927,0.21495,0.87240,0.38259,0.02865,0.06771,0.41090
hard_aggregate,calibrated_debt_threshold,1,384,0.58333,0.18750,0.13802,0.25692,1.90885,0.21284,0.88715,0.40830,0.04427,0.07031,0.43113
hard_aggregate,calibrated_debt_threshold,2,384,0.59635,0.20052,0.13021,0.24908,1.92969,0.21776,0.87934,0.38385,0.04167,0.05208,0.39263
hard_aggregate,calibrated_debt_threshold,3,384,0.57031,0.17708,0.17448,0.25427,1.94271,0.22023,0.86892,0.39130,0.04948,0.05469,0.39689
hard_aggregate,calibrated_debt_threshold,4,384,0.60156,0.18490,0.14323,0.24196,1.92188,0.21549,0.89670,0.40325,0.04427,0.04688,0.38450
hard_aggregate,calibrated_debt_threshold,5,384,0.65104,0.11458,0.17448,0.23450,1.91927,0.21563,0.88715,0.39084,0.03385,0.04948,0.35209
hard_aggregate,calibrated_debt_threshold,6,384,0.64323,0.15104,0.12240,0.24670,1.90885,0.21276,0.89063,0.40303,0.02344,0.06510,0.39145
hard_aggregate,calibrated_debt_threshold,7,384,0.60417,0.13281,0.15625,0.24925,1.91146,0.21583,0.87326,0.38717,0.03646,0.06250,0.40764
hard_aggregate,calibrated_debt_threshold,8,384,0.61719,0.14323,0.16927,0.23811,1.90365,0.21253,0.88195,0.37288,0.04948,0.04688,0.38233
hard_aggregate,calibrated_debt_threshold,9,384,0.62240,0.15104,0.16927,0.23756,1.92448,0.21542,0.89410,0.40111,0.05208,0.04688,0.36697
hard_aggregate,counterfactual_material_filter,0,384,0.59375,0.21354,0.15885,0.21297,2.03906,0.23971,0.88108,0.37378,0.03906,0.00000,0.34885
hard_aggregate,counterfactual_material_filter,1,384,0.59115,0.23698,0.15104,0.21337,2.06510,0.23945,0.88976,0.39753,0.04688,0.00000,0.32865
hard_aggregate,counterfactual_material_filter,2,384,0.59896,0.25260,0.13542,0.21519,2.05990,0.23966,0.88802,0.37463,0.04948,0.00000,0.34480
hard_aggregate,counterfactual_material_filter,3,384,0.56250,0.24479,0.17708,0.22172,2.05990,0.24281,0.87500,0.38546,0.04948,0.00000,0.34826
hard_aggregate,counterfactual_material_filter,4,384,0.57552,0.24479,0.15365,0.21104,2.07031,0.24138,0.89583,0.38760,0.04948,0.00000,0.34312
hard_aggregate,counterfactual_material_filter,5,384,0.64323,0.17708,0.16927,0.20426,2.03646,0.23680,0.88542,0.37218,0.03906,0.00000,0.32673
hard_aggregate,counterfactual_material_filter,6,384,0.62760,0.21094,0.12500,0.20848,2.04427,0.23716,0.89063,0.38193,0.04688,0.00000,0.33135
hard_aggregate,counterfactual_material_filter,7,384,0.59375,0.21615,0.15885,0.20738,2.05208,0.24034,0.87847,0.37228,0.03906,0.00000,0.33279
hard_aggregate,counterfactual_material_filter,8,384,0.59375,0.20833,0.17188,0.20786,2.05729,0.23815,0.89323,0.36628,0.05990,0.00000,0.33030
hard_aggregate,counterfactual_material_filter,9,384,0.60417,0.19792,0.18750,0.20829,2.07031,0.24049,0.90104,0.39002,0.04427,0.00000,0.32937
hard_aggregate,grounding_debt_planner_v5,0,384,0.64583,0.15885,0.16146,0.21479,2.29427,0.25633,0.87413,0.39058,0.02083,0.00000,0.34902
hard_aggregate,grounding_debt_planner_v5,1,384,0.63021,0.19010,0.14583,0.21536,2.29167,0.25495,0.88542,0.40590,0.04167,0.00000,0.34101
hard_aggregate,grounding_debt_planner_v5,2,384,0.65365,0.18229,0.13802,0.21821,2.29948,0.25727,0.88281,0.37397,0.03906,0.00000,0.34534
hard_aggregate,grounding_debt_planner_v5,3,384,0.61719,0.17448,0.18490,0.22389,2.30469,0.25745,0.87153,0.39509,0.03385,0.00000,0.35969
hard_aggregate,grounding_debt_planner_v5,4,384,0.64062,0.17448,0.16146,0.21142,2.31250,0.25911,0.89583,0.39909,0.03125,0.00000,0.33026
hard_aggregate,grounding_debt_planner_v5,5,384,0.66406,0.13802,0.16927,0.20612,2.28906,0.25547,0.88455,0.37858,0.02083,0.00000,0.32866
hard_aggregate,grounding_debt_planner_v5,6,384,0.66406,0.17188,0.13021,0.21037,2.29948,0.25682,0.88108,0.39279,0.02604,0.00000,0.33624
hard_aggregate,grounding_debt_planner_v5,7,384,0.63281,0.16146,0.16667,0.21286,2.29948,0.25622,0.87587,0.38407,0.02865,0.00000,0.34510
hard_aggregate,grounding_debt_planner_v5,8,384,0.63802,0.15625,0.16667,0.21162,2.28125,0.25391,0.88021,0.36906,0.04427,0.00000,0.33416
hard_aggregate,grounding_debt_planner_v5,9,384,0.62760,0.14844,0.19271,0.21281,2.30469,0.25719,0.88889,0.39645,0.03906,0.00000,0.34677
hard_aggregate,oracle_tactile_upper_bound,0,384,1.00000,0.00000,0.00000,0.01273,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01774
hard_aggregate,oracle_tactile_upper_bound,1,384,1.00000,0.00000,0.00000,0.01301,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01709
hard_aggregate,oracle_tactile_upper_bound,2,384,1.00000,0.00000,0.00000,0.01288,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01774
hard_aggregate,oracle_tactile_upper_bound,3,384,1.00000,0.00000,0.00000,0.01302,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01774
hard_aggregate,oracle_tactile_upper_bound,4,384,1.00000,0.00000,0.00000,0.01304,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01774
hard_aggregate,oracle_tactile_upper_bound,5,384,1.00000,0.00000,0.00000,0.01282,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01709
hard_aggregate,oracle_tactile_upper_bound,6,384,1.00000,0.00000,0.00000,0.01266,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01709
hard_aggregate,oracle_tactile_upper_bound,7,384,1.00000,0.00000,0.00000,0.01285,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01688
hard_aggregate,oracle_tactile_upper_bound,8,384,1.00000,0.00000,0.00000,0.01289,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01728
hard_aggregate,oracle_tactile_upper_bound,9,384,1.00000,0.00000,0.00000,0.01271,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01709
