split,target,reference,metric,mean_diff,ci95,target_better_seeds,seeds
language_alias_shift,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.00417,0.02342,4,10
language_alias_shift,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.07083,0.03859,8,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.13125,0.03947,10,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.00338,0.00172,9,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,0.00139,0.00181,2,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,-0.00951,0.00198,10,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.03750,0.01806,8,10
language_alias_shift,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.00625,0.02023,4,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,damage,0.00625,0.02023,4,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,0.13087,0.00438,0,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,0.01041,0.00465,9,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,-0.02072,0.00703,10,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.01667,0.01587,5,10
language_alias_shift,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,0.00000,0.00000,0,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.05208,0.01748,10,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.06250,0.02019,9,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,0.05171,0.00642,0,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,0.00278,0.00301,3,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.00902,0.00266,0,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.03333,0.00903,10,10
language_alias_shift,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.13125,0.04833,9,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.10625,0.02685,10,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,0.10902,0.00238,0,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.13472,0.01423,10,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.03110,0.01553,9,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.02292,0.01769,1,10
visual_counterfactual,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,action_success,0.16875,0.04573,10,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,damage,-0.14792,0.02314,10,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,probe_cost,0.08844,0.00262,0,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,0.13542,0.02159,10,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.02716,0.01837,2,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,0.00417,0.01187,3,10
visual_counterfactual,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.00417,0.03888,6,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.08750,0.03378,10,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.44098,0.00238,10,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,0.00972,0.00679,7,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.04288,0.00807,10,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.02917,0.01516,0,10
visual_counterfactual,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,0.09167,0.03056,10,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,damage,-0.02917,0.01516,7,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,0.11138,0.00285,0,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,0.06875,0.01412,10,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.03690,0.01476,1,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.02292,0.00953,8,10
visual_counterfactual,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.10417,0.01610,10,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.17500,0.02126,10,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.00748,0.00142,10,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,0.00278,0.00416,5,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,-0.01240,0.00534,9,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.01459,0.01225,6,10
visual_counterfactual,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.05208,0.02671,9,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,damage,-0.01250,0.01248,5,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,0.11698,0.00338,0,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,0.04931,0.01043,10,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,-0.00234,0.00995,5,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.00833,0.01089,4,10
visual_counterfactual,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,0.00000,0.00000,0,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.07500,0.02667,9,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.07917,0.02495,9,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,0.04200,0.00557,0,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,0.00694,0.00351,8,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.01472,0.00638,0,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.02708,0.01225,8,10
visual_counterfactual,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.10208,0.05460,8,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.09792,0.03804,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,0.10450,0.00357,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.06250,0.02296,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.01447,0.02047,6,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.02083,0.02195,2,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,action_success,0.16875,0.04654,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,damage,-0.18125,0.04263,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,probe_cost,0.07900,0.00313,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,0.04861,0.01093,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.02589,0.01234,2,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,-0.00833,0.02450,6,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.24792,0.06009,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.30417,0.05485,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.44550,0.00357,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.00625,0.00624,2,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.02579,0.00618,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.03125,0.02130,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,-0.01250,0.03056,3,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,damage,0.01458,0.01930,2,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,0.10902,0.00386,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,0.01250,0.00781,9,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.01841,0.00818,1,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.00625,0.02023,5,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.18333,0.04900,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.24167,0.02994,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.01277,0.00340,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,-0.00139,0.00489,2,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,-0.00446,0.00620,7,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.03542,0.01930,8,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,0.00625,0.02586,5,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,damage,0.00417,0.02000,3,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,0.11846,0.00521,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,0.00972,0.00615,7,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,0.00634,0.00826,3,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.00625,0.01368,6,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,0.00000,0.00000,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.08333,0.02982,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.10000,0.02906,10,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,0.04773,0.00834,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,0.00000,0.00203,1,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.01873,0.00300,0,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.01875,0.01421,7,10
tactile_necessary_ambiguity,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.04583,0.03378,7,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.05417,0.01944,10,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,0.09250,0.00615,0,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.00069,0.01831,4,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.02575,0.01963,8,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.00833,0.01089,1,10
material_novelty_shift,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,action_success,0.05000,0.04683,7,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,damage,-0.10833,0.02420,10,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,probe_cost,0.07062,0.01050,0,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,-0.00347,0.01639,6,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.01446,0.01315,3,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,false_safe_confidence,0.00000,0.01610,4,10
material_novelty_shift,grounding_debt_planner_v5,greedy_active_touch,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,action_success,0.15000,0.05229,9,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,damage,-0.20625,0.02884,10,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,probe_cost,-0.45750,0.00615,10,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,fact_accuracy,-0.02222,0.01126,1,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,debt_calibration_error,-0.03116,0.01063,10,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,false_safe_confidence,0.01875,0.01769,0,10
material_novelty_shift,grounding_debt_planner_v5,strong_tactile_then_policy,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,action_success,-0.01875,0.02819,2,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,damage,0.01875,0.02060,1,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,probe_cost,0.10573,0.00468,0,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,fact_accuracy,-0.00695,0.00837,2,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,debt_calibration_error,0.01958,0.01128,2,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,false_safe_confidence,-0.01667,0.01187,6,10
material_novelty_shift,grounding_debt_planner_v5,risk_aware_touch_policy,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,action_success,0.14375,0.03189,10,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,damage,-0.22292,0.02858,10,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,probe_cost,-0.02469,0.00658,10,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,fact_accuracy,-0.00903,0.00862,1,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,debt_calibration_error,-0.00979,0.00878,8,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,false_safe_confidence,-0.00417,0.01806,4,10
material_novelty_shift,grounding_debt_planner_v5,budgeted_information_gain,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,action_success,-0.00000,0.02855,3,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,damage,0.00625,0.02586,3,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,probe_cost,0.11377,0.00526,0,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,fact_accuracy,-0.01111,0.01287,3,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,debt_calibration_error,0.01031,0.01199,3,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,false_safe_confidence,-0.02083,0.01361,6,10
material_novelty_shift,grounding_debt_planner_v5,calibrated_debt_threshold,abstain_rate,0.00000,0.00000,0,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,action_success,0.06042,0.02543,8,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,damage,-0.08333,0.02435,10,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,probe_cost,0.05081,0.00703,0,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,fact_accuracy,-0.00556,0.00396,0,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,debt_calibration_error,0.02977,0.00651,0,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,false_safe_confidence,-0.02292,0.01421,6,10
material_novelty_shift,grounding_debt_planner_v5,counterfactual_material_filter,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,action_success,0.06875,0.05095,9,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,damage,-0.10000,0.02970,10,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,probe_cost,-0.04898,0.00333,10,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,fact_accuracy,0.03542,0.01441,10,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,debt_calibration_error,-0.01266,0.01124,8,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,false_safe_confidence,0.02292,0.02060,2,10
safety_critical_fragility,grounding_debt_planner_v5,passive_tactile_classifier,abstain_rate,0.00000,0.00000,0,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,action_success,0.23333,0.05265,10,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,damage,-0.29167,0.04217,10,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,probe_cost,-0.06948,0.00514,10,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,fact_accuracy,0.02291,0.01421,8,10
safety_critical_fragility,grounding_debt_planner_v5,greedy_active_touch,debt_calibration_error,0.03700,0.01630,0,10
