split,method,seed,episodes,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_calibration_error,false_safe_confidence,abstain_rate,tail_param_error
seen_clean,passive_tactile_classifier,1,48,0.95833,0.02083,0.00000,0.13437,2.00000,0.24000,0.98611,0.34783,0.00000,0.00000,0.20127
seen_clean,passive_tactile_classifier,2,48,0.91667,0.06250,0.02083,0.13489,2.00000,0.24000,1.00000,0.34420,0.04167,0.00000,0.20319
seen_clean,passive_tactile_classifier,3,48,0.95833,0.00000,0.04167,0.13334,2.00000,0.24000,0.98611,0.34492,0.00000,0.00000,0.18257
seen_clean,passive_tactile_classifier,4,48,0.89583,0.04167,0.04167,0.13818,2.00000,0.24000,0.97222,0.29726,0.02083,0.00000,0.22083
seen_clean,passive_tactile_classifier,5,48,0.97917,0.02083,0.00000,0.13354,2.00000,0.24000,0.99306,0.33633,0.00000,0.00000,0.18215
seen_clean,passive_tactile_classifier,6,48,0.97917,0.00000,0.02083,0.12945,2.00000,0.24000,0.99306,0.32253,0.00000,0.00000,0.17854
seen_clean,passive_tactile_classifier,7,48,0.91667,0.02083,0.06250,0.11938,2.00000,0.24000,0.99306,0.31244,0.06250,0.00000,0.17809
seen_clean,passive_tactile_classifier,8,48,0.95833,0.00000,0.04167,0.13740,2.00000,0.24000,0.97917,0.31130,0.02083,0.00000,0.19661
seen_clean,passive_tactile_classifier,9,48,0.87500,0.06250,0.04167,0.14931,2.00000,0.24000,0.97917,0.33151,0.06250,0.00000,0.21500
seen_clean,greedy_active_touch,0,48,0.87500,0.10417,0.02083,0.11858,2.00000,0.26125,0.99306,0.30786,0.10417,0.00000,0.17862
seen_clean,greedy_active_touch,1,48,0.95833,0.04167,0.00000,0.11545,2.00000,0.26438,0.99306,0.31330,0.04167,0.00000,0.17210
seen_clean,greedy_active_touch,2,48,0.91667,0.06250,0.02083,0.12101,2.00000,0.26333,0.99306,0.32071,0.02083,0.00000,0.17030
seen_clean,greedy_active_touch,3,48,0.91667,0.04167,0.04167,0.11108,2.00000,0.26979,1.00000,0.32720,0.04167,0.00000,0.15805
seen_clean,greedy_active_touch,4,48,0.95833,0.04167,0.00000,0.11852,2.00000,0.26562,0.99306,0.30452,0.04167,0.00000,0.17467
seen_clean,greedy_active_touch,5,48,0.93750,0.06250,0.00000,0.11701,2.00000,0.27333,1.00000,0.32745,0.02083,0.00000,0.15899
seen_clean,greedy_active_touch,6,48,0.93750,0.04167,0.02083,0.11147,2.00000,0.27375,0.99306,0.29820,0.02083,0.00000,0.15915
seen_clean,greedy_active_touch,7,48,0.93750,0.04167,0.02083,0.10836,2.00000,0.28396,1.00000,0.31396,0.04167,0.00000,0.15015
seen_clean,greedy_active_touch,8,48,0.91667,0.06250,0.02083,0.11332,2.00000,0.28125,0.99306,0.30861,0.04167,0.00000,0.16039
seen_clean,greedy_active_touch,9,48,0.93750,0.04167,0.02083,0.12031,2.00000,0.26896,1.00000,0.32007,0.06250,0.00000,0.16053
seen_clean,strong_tactile_then_policy,0,48,0.77083,0.22917,0.00000,0.09636,6.00000,0.79000,1.00000,0.27415,0.12500,0.00000,0.15484
seen_clean,strong_tactile_then_policy,1,48,0.85417,0.14583,0.00000,0.09178,6.00000,0.79000,1.00000,0.26903,0.08333,0.00000,0.13849
seen_clean,strong_tactile_then_policy,2,48,0.85417,0.14583,0.00000,0.10137,6.00000,0.79000,1.00000,0.26945,0.08333,0.00000,0.14097
seen_clean,strong_tactile_then_policy,3,48,0.87500,0.10417,0.02083,0.09534,6.00000,0.79000,1.00000,0.28052,0.06250,0.00000,0.14574
seen_clean,strong_tactile_then_policy,4,48,0.89583,0.10417,0.00000,0.09705,6.00000,0.79000,1.00000,0.25654,0.02083,0.00000,0.14536
seen_clean,strong_tactile_then_policy,5,48,0.85417,0.14583,0.00000,0.09889,6.00000,0.79000,1.00000,0.26694,0.12500,0.00000,0.14994
seen_clean,strong_tactile_then_policy,6,48,0.89583,0.08333,0.02083,0.09143,6.00000,0.79000,1.00000,0.26086,0.04167,0.00000,0.14345
seen_clean,strong_tactile_then_policy,7,48,0.93750,0.04167,0.02083,0.08929,6.00000,0.79000,1.00000,0.25102,0.02083,0.00000,0.13350
seen_clean,strong_tactile_then_policy,8,48,0.89583,0.10417,0.00000,0.09797,6.00000,0.79000,1.00000,0.26476,0.10417,0.00000,0.14196
seen_clean,strong_tactile_then_policy,9,48,0.89583,0.10417,0.00000,0.10280,6.00000,0.79000,1.00000,0.27154,0.06250,0.00000,0.13533
seen_clean,risk_aware_touch_policy,0,48,0.93750,0.02083,0.04167,0.12657,2.00000,0.23583,1.00000,0.26709,0.04167,0.00000,0.18133
seen_clean,risk_aware_touch_policy,1,48,0.95833,0.02083,0.02083,0.12352,2.00000,0.24625,0.99306,0.25469,0.04167,0.00000,0.18064
seen_clean,risk_aware_touch_policy,2,48,0.89583,0.04167,0.06250,0.13441,2.00000,0.24125,1.00000,0.25729,0.06250,0.00000,0.20798
seen_clean,risk_aware_touch_policy,3,48,0.91667,0.00000,0.08333,0.13057,2.00000,0.23875,1.00000,0.27914,0.04167,0.00000,0.20541
seen_clean,risk_aware_touch_policy,4,48,0.93750,0.00000,0.06250,0.13107,2.00000,0.24208,1.00000,0.24871,0.06250,0.00000,0.19786
seen_clean,risk_aware_touch_policy,5,48,0.87500,0.00000,0.12500,0.14747,2.00000,0.23979,1.00000,0.26707,0.10417,0.00000,0.25018
seen_clean,risk_aware_touch_policy,6,48,1.00000,0.00000,0.00000,0.12169,2.00000,0.23729,1.00000,0.25184,0.00000,0.00000,0.17197
seen_clean,risk_aware_touch_policy,7,48,0.89583,0.00000,0.10417,0.12404,2.00000,0.23688,1.00000,0.23344,0.08333,0.00000,0.19738
seen_clean,risk_aware_touch_policy,8,48,0.93750,0.00000,0.06250,0.12678,2.00000,0.23875,0.99306,0.24802,0.04167,0.00000,0.18960
seen_clean,risk_aware_touch_policy,9,48,0.91667,0.00000,0.08333,0.13085,2.00000,0.22958,1.00000,0.26643,0.08333,0.00000,0.17931
seen_clean,budgeted_information_gain,0,48,0.81250,0.16667,0.02083,0.12176,3.00000,0.35646,1.00000,0.25670,0.14583,0.00000,0.18603
seen_clean,budgeted_information_gain,1,48,0.87500,0.12500,0.00000,0.11008,3.00000,0.35625,1.00000,0.25049,0.10417,0.00000,0.16805
seen_clean,budgeted_information_gain,2,48,0.87500,0.10417,0.02083,0.11986,3.00000,0.35396,1.00000,0.25236,0.10417,0.00000,0.16444
seen_clean,budgeted_information_gain,3,48,0.89583,0.06250,0.04167,0.11462,3.00000,0.35771,1.00000,0.26995,0.08333,0.00000,0.17065
seen_clean,budgeted_information_gain,4,48,0.93750,0.06250,0.00000,0.11752,3.00000,0.35542,1.00000,0.24242,0.04167,0.00000,0.17782
seen_clean,budgeted_information_gain,5,48,0.91667,0.08333,0.00000,0.12025,3.00000,0.35458,1.00000,0.25337,0.06250,0.00000,0.16557
seen_clean,budgeted_information_gain,6,48,0.95833,0.04167,0.00000,0.11021,3.00000,0.35063,1.00000,0.24761,0.04167,0.00000,0.16879
seen_clean,budgeted_information_gain,7,48,0.91667,0.04167,0.04167,0.11031,3.00000,0.35375,1.00000,0.23896,0.06250,0.00000,0.16078
seen_clean,budgeted_information_gain,8,48,0.97917,0.02083,0.00000,0.11773,3.00000,0.35437,1.00000,0.24743,0.02083,0.00000,0.15874
seen_clean,budgeted_information_gain,9,48,0.85417,0.12500,0.02083,0.12282,3.00000,0.35583,1.00000,0.25555,0.12500,0.00000,0.18062
seen_clean,calibrated_debt_threshold,0,48,0.95833,0.00000,0.04167,0.12843,1.14583,0.12854,1.00000,0.28554,0.02083,0.00000,0.17527
seen_clean,calibrated_debt_threshold,1,48,0.95833,0.00000,0.04167,0.12879,1.29167,0.15125,1.00000,0.27974,0.04167,0.00000,0.18989
seen_clean,calibrated_debt_threshold,2,48,0.87500,0.04167,0.08333,0.13965,1.29167,0.15667,1.00000,0.28374,0.08333,0.00000,0.20961
seen_clean,calibrated_debt_threshold,3,48,0.91667,0.00000,0.08333,0.13846,1.10417,0.13313,1.00000,0.30569,0.04167,0.00000,0.21239
seen_clean,calibrated_debt_threshold,4,48,0.87500,0.02083,0.10417,0.13453,1.20833,0.14104,1.00000,0.26110,0.10417,0.00000,0.19842
seen_clean,calibrated_debt_threshold,5,48,0.85417,0.00000,0.14583,0.14992,1.29167,0.15021,1.00000,0.28579,0.12500,0.00000,0.24377
seen_clean,calibrated_debt_threshold,6,48,0.97917,0.02083,0.00000,0.12519,1.04167,0.12125,1.00000,0.26355,0.00000,0.00000,0.17197
seen_clean,calibrated_debt_threshold,7,48,0.85417,0.00000,0.14583,0.13304,0.95833,0.11646,1.00000,0.27891,0.12500,0.00000,0.20861
seen_clean,calibrated_debt_threshold,8,48,0.93750,0.00000,0.06250,0.13152,1.12500,0.14521,1.00000,0.28516,0.04167,0.00000,0.18976
seen_clean,calibrated_debt_threshold,9,48,0.91667,0.00000,0.08333,0.13362,1.31250,0.15021,1.00000,0.28666,0.08333,0.00000,0.18036
seen_clean,counterfactual_material_filter,0,48,0.93750,0.02083,0.04167,0.12661,1.39583,0.16229,1.00000,0.26269,0.04167,0.00000,0.18688
seen_clean,counterfactual_material_filter,1,48,0.91667,0.06250,0.02083,0.12232,1.64583,0.19792,1.00000,0.25809,0.06250,0.00000,0.18294
seen_clean,counterfactual_material_filter,2,48,0.85417,0.06250,0.08333,0.13554,1.54167,0.18708,1.00000,0.26301,0.12500,0.00000,0.19810
seen_clean,counterfactual_material_filter,3,48,0.89583,0.02083,0.08333,0.13618,1.58333,0.18875,1.00000,0.28974,0.08333,0.00000,0.21145
seen_clean,counterfactual_material_filter,4,48,0.91667,0.02083,0.06250,0.12831,1.58333,0.19000,1.00000,0.24389,0.06250,0.00000,0.17682
seen_clean,counterfactual_material_filter,5,48,0.85417,0.00000,0.14583,0.14485,1.68750,0.19646,1.00000,0.26575,0.12500,0.00000,0.25166
seen_clean,counterfactual_material_filter,6,48,0.97917,0.02083,0.00000,0.12167,1.47917,0.17437,1.00000,0.24459,0.02083,0.00000,0.16646
seen_clean,counterfactual_material_filter,7,48,0.83333,0.02083,0.14583,0.12995,1.35417,0.16917,1.00000,0.25831,0.16667,0.00000,0.20156
seen_clean,counterfactual_material_filter,8,48,0.95833,0.00000,0.04167,0.12543,1.47917,0.18563,1.00000,0.26019,0.02083,0.00000,0.18050
seen_clean,counterfactual_material_filter,9,48,0.89583,0.02083,0.08333,0.12869,1.66667,0.19292,1.00000,0.27128,0.10417,0.00000,0.17159
seen_clean,grounding_debt_planner_v5,0,48,0.91667,0.04167,0.04167,0.12423,2.81250,0.33146,1.00000,0.25222,0.06250,0.00000,0.19979
seen_clean,grounding_debt_planner_v5,1,48,0.97917,0.00000,0.02083,0.11342,2.89583,0.34396,1.00000,0.24193,0.02083,0.00000,0.16720
seen_clean,grounding_debt_planner_v5,2,48,0.89583,0.04167,0.06250,0.13047,2.85417,0.33646,1.00000,0.24237,0.10417,0.00000,0.20172
seen_clean,grounding_debt_planner_v5,3,48,0.91667,0.00000,0.08333,0.12716,2.97917,0.35563,1.00000,0.26445,0.06250,0.00000,0.21200
seen_clean,grounding_debt_planner_v5,4,48,0.95833,0.00000,0.04167,0.12129,2.85417,0.33563,1.00000,0.23493,0.04167,0.00000,0.16739
seen_clean,grounding_debt_planner_v5,5,48,0.87500,0.00000,0.12500,0.13961,2.89583,0.34229,1.00000,0.24552,0.08333,0.00000,0.24865
seen_clean,grounding_debt_planner_v5,6,48,1.00000,0.00000,0.00000,0.12045,2.81250,0.32771,1.00000,0.24248,0.00000,0.00000,0.16996
seen_clean,grounding_debt_planner_v5,7,48,0.89583,0.00000,0.10417,0.12385,2.91667,0.34479,1.00000,0.23378,0.10417,0.00000,0.20195
seen_clean,grounding_debt_planner_v5,8,48,0.93750,0.00000,0.06250,0.12421,2.85417,0.33708,1.00000,0.23871,0.04167,0.00000,0.18365
seen_clean,grounding_debt_planner_v5,9,48,0.93750,0.00000,0.06250,0.12623,2.79167,0.32625,1.00000,0.24547,0.06250,0.00000,0.16700
seen_clean,oracle_tactile_upper_bound,0,48,1.00000,0.00000,0.00000,0.01280,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01781
seen_clean,oracle_tactile_upper_bound,1,48,1.00000,0.00000,0.00000,0.01260,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01743
seen_clean,oracle_tactile_upper_bound,2,48,1.00000,0.00000,0.00000,0.01258,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01667
seen_clean,oracle_tactile_upper_bound,3,48,1.00000,0.00000,0.00000,0.01209,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01743
seen_clean,oracle_tactile_upper_bound,4,48,1.00000,0.00000,0.00000,0.01271,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01704
seen_clean,oracle_tactile_upper_bound,5,48,1.00000,0.00000,0.00000,0.01283,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01780
seen_clean,oracle_tactile_upper_bound,6,48,1.00000,0.00000,0.00000,0.01246,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01682
seen_clean,oracle_tactile_upper_bound,7,48,1.00000,0.00000,0.00000,0.01262,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01659
seen_clean,oracle_tactile_upper_bound,8,48,1.00000,0.00000,0.00000,0.01205,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01659
seen_clean,oracle_tactile_upper_bound,9,48,1.00000,0.00000,0.00000,0.01352,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01690
language_alias_shift,language_prior_policy,0,48,0.39583,0.33333,0.22917,0.28539,0.00000,0.00000,0.81250,0.48666,0.00000,0.00000,0.40884
language_alias_shift,language_prior_policy,1,48,0.50000,0.27083,0.10417,0.26852,0.00000,0.00000,0.74306,0.43760,0.04167,0.00000,0.37684
language_alias_shift,language_prior_policy,2,48,0.39583,0.31250,0.18750,0.27218,0.00000,0.00000,0.72917,0.39057,0.04167,0.00000,0.42260
language_alias_shift,language_prior_policy,3,48,0.45833,0.29167,0.12500,0.26536,0.00000,0.00000,0.79861,0.42322,0.00000,0.00000,0.40125
language_alias_shift,language_prior_policy,4,48,0.45833,0.29167,0.20833,0.25716,0.00000,0.00000,0.77778,0.44622,0.00000,0.00000,0.35490
language_alias_shift,language_prior_policy,5,48,0.47917,0.20833,0.18750,0.26155,0.00000,0.00000,0.75695,0.42550,0.06250,0.00000,0.37802
language_alias_shift,language_prior_policy,6,48,0.45833,0.31250,0.18750,0.26291,0.00000,0.00000,0.81250,0.44210,0.02083,0.00000,0.40427
language_alias_shift,language_prior_policy,7,48,0.45833,0.37500,0.10417,0.27896,0.00000,0.00000,0.77083,0.43772,0.02083,0.00000,0.45283
language_alias_shift,language_prior_policy,8,48,0.56250,0.14583,0.12500,0.24822,0.00000,0.00000,0.78472,0.43422,0.04167,0.00000,0.34459
language_alias_shift,language_prior_policy,9,48,0.45833,0.31250,0.16667,0.26098,0.00000,0.00000,0.81250,0.47245,0.04167,0.00000,0.39339
language_alias_shift,vision_language_policy,0,48,0.60417,0.20833,0.16667,0.20584,0.00000,0.00000,0.92361,0.45638,0.12500,0.00000,0.27085
language_alias_shift,vision_language_policy,1,48,0.64583,0.22917,0.08333,0.21696,0.00000,0.00000,0.86111,0.43267,0.02083,0.00000,0.30797
language_alias_shift,vision_language_policy,2,48,0.58333,0.20833,0.16667,0.20833,0.00000,0.00000,0.88195,0.44058,0.02083,0.00000,0.32171
language_alias_shift,vision_language_policy,3,48,0.68750,0.16667,0.10417,0.21852,0.00000,0.00000,0.87500,0.43870,0.02083,0.00000,0.33550
language_alias_shift,vision_language_policy,4,48,0.64583,0.22917,0.10417,0.19469,0.00000,0.00000,0.93056,0.45669,0.08333,0.00000,0.29267
language_alias_shift,vision_language_policy,5,48,0.75000,0.16667,0.08333,0.19807,0.00000,0.00000,0.91667,0.45697,0.00000,0.00000,0.28729
language_alias_shift,vision_language_policy,6,48,0.64583,0.20833,0.12500,0.20935,0.00000,0.00000,0.86111,0.39814,0.04167,0.00000,0.34121
language_alias_shift,vision_language_policy,7,48,0.56250,0.33333,0.10417,0.20453,0.00000,0.00000,0.91667,0.46589,0.04167,0.00000,0.30748
language_alias_shift,vision_language_policy,8,48,0.81250,0.10417,0.08333,0.18483,0.00000,0.00000,0.93056,0.44245,0.04167,0.00000,0.24819
language_alias_shift,vision_language_policy,9,48,0.62500,0.25000,0.12500,0.19215,0.00000,0.00000,0.95833,0.50011,0.06250,0.00000,0.28254
language_alias_shift,uncertainty_threshold_policy,0,48,0.47917,0.06250,0.25000,0.27567,0.00000,0.00000,0.92361,0.45638,0.12500,0.00000,0.43634
language_alias_shift,uncertainty_threshold_policy,1,48,0.54167,0.02083,0.29167,0.26316,0.00000,0.00000,0.86111,0.43267,0.04167,0.00000,0.39904
language_alias_shift,uncertainty_threshold_policy,2,48,0.56250,0.08333,0.22917,0.26325,0.00000,0.00000,0.88195,0.44058,0.04167,0.00000,0.41237
language_alias_shift,uncertainty_threshold_policy,3,48,0.50000,0.08333,0.31250,0.27136,0.00000,0.00000,0.87500,0.43870,0.04167,0.00000,0.38689
language_alias_shift,uncertainty_threshold_policy,4,48,0.52083,0.06250,0.29167,0.26218,0.00000,0.00000,0.93056,0.45669,0.10417,0.00000,0.36974
language_alias_shift,uncertainty_threshold_policy,5,48,0.54167,0.02083,0.31250,0.26696,0.00000,0.00000,0.91667,0.45697,0.02083,0.00000,0.42123
language_alias_shift,uncertainty_threshold_policy,6,48,0.50000,0.08333,0.22917,0.25372,0.00000,0.00000,0.86111,0.39814,0.06250,0.00000,0.44786
language_alias_shift,uncertainty_threshold_policy,7,48,0.56250,0.12500,0.20833,0.23614,0.00000,0.00000,0.91667,0.46589,0.04167,0.00000,0.38000
language_alias_shift,uncertainty_threshold_policy,8,48,0.58333,0.02083,0.20833,0.25490,0.00000,0.00000,0.93056,0.44245,0.06250,0.00000,0.36297
language_alias_shift,uncertainty_threshold_policy,9,48,0.54167,0.06250,0.33333,0.25498,0.00000,0.00000,0.95833,0.50011,0.08333,0.00000,0.41078
language_alias_shift,passive_tactile_classifier,0,48,0.75000,0.10417,0.14583,0.18220,2.00000,0.24000,0.95833,0.42048,0.04167,0.00000,0.25713
language_alias_shift,passive_tactile_classifier,1,48,0.83333,0.12500,0.02083,0.18524,2.00000,0.24000,0.94444,0.47380,0.00000,0.00000,0.26095
language_alias_shift,passive_tactile_classifier,2,48,0.72917,0.14583,0.08333,0.17610,2.00000,0.24000,0.95139,0.44189,0.04167,0.00000,0.25108
language_alias_shift,passive_tactile_classifier,3,48,0.77083,0.14583,0.06250,0.18872,2.00000,0.24000,0.93056,0.42884,0.02083,0.00000,0.29401
language_alias_shift,passive_tactile_classifier,4,48,0.79167,0.12500,0.06250,0.17693,2.00000,0.24000,0.95833,0.43428,0.00000,0.00000,0.24943
language_alias_shift,passive_tactile_classifier,5,48,0.85417,0.06250,0.08333,0.17417,2.00000,0.24000,0.95139,0.43547,0.00000,0.00000,0.24736
language_alias_shift,passive_tactile_classifier,6,48,0.79167,0.08333,0.04167,0.18367,2.00000,0.24000,0.91667,0.39960,0.02083,0.00000,0.29846
language_alias_shift,passive_tactile_classifier,7,48,0.72917,0.18750,0.08333,0.18200,2.00000,0.24000,0.94444,0.41945,0.06250,0.00000,0.29071
language_alias_shift,passive_tactile_classifier,8,48,0.87500,0.06250,0.06250,0.16368,2.00000,0.24000,0.95833,0.41828,0.00000,0.00000,0.22557
language_alias_shift,passive_tactile_classifier,9,48,0.75000,0.14583,0.10417,0.17679,2.00000,0.24000,0.99306,0.47653,0.08333,0.00000,0.26000
language_alias_shift,greedy_active_touch,0,48,0.77083,0.14583,0.08333,0.16444,2.00000,0.26438,0.96528,0.41818,0.02083,0.00000,0.22797
language_alias_shift,greedy_active_touch,1,48,0.83333,0.12500,0.04167,0.17340,2.00000,0.26021,0.92361,0.36468,0.02083,0.00000,0.25420
language_alias_shift,greedy_active_touch,2,48,0.75000,0.14583,0.10417,0.16710,2.00000,0.25812,0.93750,0.37952,0.02083,0.00000,0.24529
language_alias_shift,greedy_active_touch,3,48,0.79167,0.16667,0.02083,0.16091,2.00000,0.27042,0.95139,0.40910,0.06250,0.00000,0.27704
language_alias_shift,greedy_active_touch,4,48,0.81250,0.12500,0.06250,0.15068,2.00000,0.26208,0.97222,0.41467,0.00000,0.00000,0.22543
language_alias_shift,greedy_active_touch,5,48,0.75000,0.18750,0.06250,0.17170,2.00000,0.26667,0.95139,0.40891,0.08333,0.00000,0.24717
language_alias_shift,greedy_active_touch,6,48,0.79167,0.20833,0.00000,0.15331,2.00000,0.25271,0.96528,0.38685,0.02083,0.00000,0.25467
language_alias_shift,greedy_active_touch,7,48,0.64583,0.29167,0.06250,0.15585,2.00000,0.25083,0.97222,0.40840,0.06250,0.00000,0.23479
language_alias_shift,greedy_active_touch,8,48,0.79167,0.10417,0.08333,0.15200,2.00000,0.26875,0.97222,0.39587,0.02083,0.00000,0.20781
language_alias_shift,greedy_active_touch,9,48,0.75000,0.12500,0.12500,0.16151,2.00000,0.26125,0.98611,0.42138,0.02083,0.00000,0.25500
language_alias_shift,strong_tactile_then_policy,0,48,0.81250,0.16667,0.02083,0.13680,6.00000,0.79000,1.00000,0.39036,0.00000,0.00000,0.21211
language_alias_shift,strong_tactile_then_policy,1,48,0.83333,0.16667,0.00000,0.14118,6.00000,0.79000,0.97917,0.40545,0.00000,0.00000,0.18789
language_alias_shift,strong_tactile_then_policy,2,48,0.87500,0.06250,0.06250,0.13251,6.00000,0.79000,1.00000,0.37730,0.00000,0.00000,0.19288
language_alias_shift,strong_tactile_then_policy,3,48,0.87500,0.10417,0.02083,0.13680,6.00000,0.79000,0.99306,0.39445,0.02083,0.00000,0.20736
language_alias_shift,strong_tactile_then_policy,4,48,0.91667,0.06250,0.02083,0.12843,6.00000,0.79000,1.00000,0.38569,0.00000,0.00000,0.17369
language_alias_shift,strong_tactile_then_policy,5,48,0.87500,0.06250,0.06250,0.12914,6.00000,0.79000,0.99306,0.36966,0.00000,0.00000,0.20311
language_alias_shift,strong_tactile_then_policy,6,48,0.85417,0.12500,0.02083,0.13378,6.00000,0.79000,0.99306,0.37805,0.00000,0.00000,0.20891
language_alias_shift,strong_tactile_then_policy,7,48,0.75000,0.22917,0.02083,0.13099,6.00000,0.79000,0.99306,0.37653,0.02083,0.00000,0.19273
language_alias_shift,strong_tactile_then_policy,8,48,0.91667,0.06250,0.02083,0.12073,6.00000,0.79000,0.99306,0.37724,0.02083,0.00000,0.16969
language_alias_shift,strong_tactile_then_policy,9,48,0.83333,0.14583,0.02083,0.13765,6.00000,0.79000,1.00000,0.37726,0.04167,0.00000,0.19554
