split,method,seed,episodes,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_calibration_error,false_safe_confidence,abstain_rate,tail_param_error
language_alias_shift,risk_aware_touch_policy,0,48,0.72917,0.02083,0.22917,0.17905,2.00000,0.23937,0.99306,0.38310,0.04167,0.00000,0.28107
language_alias_shift,risk_aware_touch_policy,1,48,0.83333,0.04167,0.10417,0.16969,2.00000,0.24167,0.95833,0.36177,0.10417,0.00000,0.25319
language_alias_shift,risk_aware_touch_policy,2,48,0.81250,0.06250,0.12500,0.16214,2.00000,0.23771,0.98611,0.36782,0.12500,0.00000,0.22194
language_alias_shift,risk_aware_touch_policy,3,48,0.77083,0.10417,0.08333,0.17760,2.00000,0.23750,0.98611,0.37120,0.02083,0.00000,0.23953
language_alias_shift,risk_aware_touch_policy,4,48,0.83333,0.06250,0.10417,0.16376,2.00000,0.23979,0.98611,0.37594,0.10417,0.00000,0.23043
language_alias_shift,risk_aware_touch_policy,5,48,0.85417,0.04167,0.10417,0.16273,2.00000,0.23500,0.97917,0.35645,0.02083,0.00000,0.25044
language_alias_shift,risk_aware_touch_policy,6,48,0.91667,0.04167,0.04167,0.15061,2.00000,0.23187,0.98611,0.36729,0.04167,0.00000,0.22106
language_alias_shift,risk_aware_touch_policy,7,48,0.77083,0.10417,0.12500,0.15936,2.00000,0.23313,1.00000,0.38354,0.06250,0.00000,0.24989
language_alias_shift,risk_aware_touch_policy,8,48,0.87500,0.02083,0.10417,0.16172,2.00000,0.24771,0.98611,0.35961,0.02083,0.00000,0.22064
language_alias_shift,risk_aware_touch_policy,9,48,0.87500,0.04167,0.08333,0.16415,2.00000,0.23417,1.00000,0.38154,0.06250,0.00000,0.22949
language_alias_shift,budgeted_information_gain,0,48,0.64583,0.22917,0.12500,0.16359,3.00000,0.35833,1.00000,0.37200,0.08333,0.00000,0.23763
language_alias_shift,budgeted_information_gain,1,48,0.91667,0.08333,0.00000,0.15492,3.00000,0.35875,0.98611,0.39186,0.02083,0.00000,0.21601
language_alias_shift,budgeted_information_gain,2,48,0.72917,0.22917,0.06250,0.15098,3.00000,0.35625,1.00000,0.34881,0.12500,0.00000,0.21419
language_alias_shift,budgeted_information_gain,3,48,0.79167,0.14583,0.06250,0.15468,3.00000,0.35708,1.00000,0.37716,0.04167,0.00000,0.23657
language_alias_shift,budgeted_information_gain,4,48,0.66667,0.29167,0.04167,0.14992,3.00000,0.35750,1.00000,0.36506,0.16667,0.00000,0.21443
language_alias_shift,budgeted_information_gain,5,48,0.75000,0.18750,0.06250,0.14133,3.00000,0.35771,1.00000,0.35375,0.10417,0.00000,0.23098
language_alias_shift,budgeted_information_gain,6,48,0.77083,0.20833,0.04167,0.15123,3.00000,0.35708,0.99306,0.35743,0.06250,0.00000,0.22727
language_alias_shift,budgeted_information_gain,7,48,0.62500,0.31250,0.06250,0.14832,3.00000,0.35833,1.00000,0.36345,0.14583,0.00000,0.23615
language_alias_shift,budgeted_information_gain,8,48,0.87500,0.08333,0.06250,0.14093,3.00000,0.35771,0.99306,0.36008,0.02083,0.00000,0.20244
language_alias_shift,budgeted_information_gain,9,48,0.68750,0.29167,0.06250,0.15253,3.00000,0.35563,1.00000,0.36190,0.16667,0.00000,0.21635
language_alias_shift,calibrated_debt_threshold,0,48,0.70833,0.04167,0.22917,0.17929,1.93750,0.22938,0.98611,0.38026,0.06250,0.00000,0.26438
language_alias_shift,calibrated_debt_threshold,1,48,0.83333,0.06250,0.10417,0.16759,1.89583,0.22042,0.97917,0.38759,0.08333,0.00000,0.23909
language_alias_shift,calibrated_debt_threshold,2,48,0.79167,0.08333,0.12500,0.16224,1.91667,0.22125,0.99306,0.37477,0.12500,0.00000,0.23433
language_alias_shift,calibrated_debt_threshold,3,48,0.75000,0.12500,0.10417,0.17091,1.95833,0.23312,0.99306,0.38564,0.04167,0.00000,0.23677
language_alias_shift,calibrated_debt_threshold,4,48,0.83333,0.06250,0.10417,0.16507,1.91667,0.22333,0.99306,0.38202,0.10417,0.00000,0.22994
language_alias_shift,calibrated_debt_threshold,5,48,0.83333,0.06250,0.10417,0.16333,1.89583,0.22354,0.97222,0.35267,0.08333,0.00000,0.23684
language_alias_shift,calibrated_debt_threshold,6,48,0.91667,0.04167,0.04167,0.15027,1.83333,0.21021,0.98611,0.37010,0.02083,0.00000,0.21551
language_alias_shift,calibrated_debt_threshold,7,48,0.75000,0.12500,0.12500,0.15896,1.83333,0.21750,0.99306,0.38517,0.08333,0.00000,0.24989
language_alias_shift,calibrated_debt_threshold,8,48,0.89583,0.00000,0.10417,0.15844,1.93750,0.22812,0.99306,0.36931,0.00000,0.00000,0.21386
language_alias_shift,calibrated_debt_threshold,9,48,0.79167,0.08333,0.12500,0.16585,1.89583,0.22500,0.99306,0.37608,0.12500,0.00000,0.22926
language_alias_shift,counterfactual_material_filter,0,48,0.64583,0.16667,0.18750,0.16722,2.56250,0.30958,1.00000,0.35464,0.08333,0.00000,0.23901
language_alias_shift,counterfactual_material_filter,1,48,0.85417,0.04167,0.10417,0.15388,2.62500,0.31188,0.98611,0.37634,0.06250,0.00000,0.22646
language_alias_shift,counterfactual_material_filter,2,48,0.77083,0.14583,0.10417,0.15241,2.50000,0.29437,1.00000,0.33012,0.12500,0.00000,0.21160
language_alias_shift,counterfactual_material_filter,3,48,0.72917,0.14583,0.12500,0.16374,2.58333,0.31417,1.00000,0.35893,0.08333,0.00000,0.23647
language_alias_shift,counterfactual_material_filter,4,48,0.72917,0.14583,0.12500,0.15871,2.39583,0.28521,0.99306,0.34746,0.14583,0.00000,0.24144
language_alias_shift,counterfactual_material_filter,5,48,0.81250,0.10417,0.08333,0.15065,2.54167,0.30458,0.98611,0.33389,0.06250,0.00000,0.24387
language_alias_shift,counterfactual_material_filter,6,48,0.83333,0.14583,0.04167,0.14709,2.41667,0.28625,1.00000,0.34784,0.06250,0.00000,0.21307
language_alias_shift,counterfactual_material_filter,7,48,0.64583,0.22917,0.12500,0.14676,2.50000,0.29979,1.00000,0.34266,0.12500,0.00000,0.24506
language_alias_shift,counterfactual_material_filter,8,48,0.85417,0.06250,0.10417,0.15084,2.50000,0.29917,0.99306,0.33271,0.02083,0.00000,0.21097
language_alias_shift,counterfactual_material_filter,9,48,0.77083,0.18750,0.08333,0.16121,2.66667,0.31854,1.00000,0.34164,0.12500,0.00000,0.22446
language_alias_shift,grounding_debt_planner_v5,0,48,0.70833,0.08333,0.20833,0.16820,2.95833,0.35167,1.00000,0.35995,0.06250,0.00000,0.23764
language_alias_shift,grounding_debt_planner_v5,1,48,0.87500,0.04167,0.08333,0.15221,3.00000,0.35833,0.99306,0.38752,0.02083,0.00000,0.21302
language_alias_shift,grounding_debt_planner_v5,2,48,0.83333,0.06250,0.10417,0.15499,2.93750,0.34833,1.00000,0.33493,0.08333,0.00000,0.21668
language_alias_shift,grounding_debt_planner_v5,3,48,0.79167,0.08333,0.12500,0.16278,2.97917,0.35500,1.00000,0.36448,0.04167,0.00000,0.23429
language_alias_shift,grounding_debt_planner_v5,4,48,0.83333,0.04167,0.12500,0.15629,2.95833,0.35229,1.00000,0.35509,0.08333,0.00000,0.23666
language_alias_shift,grounding_debt_planner_v5,5,48,0.83333,0.08333,0.08333,0.14810,2.97917,0.35500,1.00000,0.34456,0.04167,0.00000,0.24387
language_alias_shift,grounding_debt_planner_v5,6,48,0.85417,0.10417,0.04167,0.14899,2.95833,0.35167,1.00000,0.35308,0.04167,0.00000,0.22335
language_alias_shift,grounding_debt_planner_v5,7,48,0.72917,0.14583,0.12500,0.14930,3.00000,0.35833,1.00000,0.35264,0.08333,0.00000,0.24454
language_alias_shift,grounding_debt_planner_v5,8,48,0.89583,0.00000,0.10417,0.15541,2.97917,0.35500,0.99306,0.35142,0.00000,0.00000,0.21856
language_alias_shift,grounding_debt_planner_v5,9,48,0.81250,0.10417,0.08333,0.16316,2.97917,0.35500,1.00000,0.35273,0.10417,0.00000,0.22446
language_alias_shift,oracle_tactile_upper_bound,0,48,1.00000,0.00000,0.00000,0.01334,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01805
language_alias_shift,oracle_tactile_upper_bound,1,48,1.00000,0.00000,0.00000,0.01291,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01693
language_alias_shift,oracle_tactile_upper_bound,2,48,1.00000,0.00000,0.00000,0.01279,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01646
language_alias_shift,oracle_tactile_upper_bound,3,48,1.00000,0.00000,0.00000,0.01255,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01714
language_alias_shift,oracle_tactile_upper_bound,4,48,1.00000,0.00000,0.00000,0.01220,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01693
language_alias_shift,oracle_tactile_upper_bound,5,48,1.00000,0.00000,0.00000,0.01296,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01704
language_alias_shift,oracle_tactile_upper_bound,6,48,1.00000,0.00000,0.00000,0.01221,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01687
language_alias_shift,oracle_tactile_upper_bound,7,48,1.00000,0.00000,0.00000,0.01299,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01720
language_alias_shift,oracle_tactile_upper_bound,8,48,1.00000,0.00000,0.00000,0.01232,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01579
language_alias_shift,oracle_tactile_upper_bound,9,48,1.00000,0.00000,0.00000,0.01304,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01885
visual_counterfactual,language_prior_policy,0,48,0.79167,0.10417,0.10417,0.19833,0.00000,0.00000,0.96528,0.41089,0.04167,0.00000,0.26079
visual_counterfactual,language_prior_policy,1,48,0.77083,0.12500,0.10417,0.18656,0.00000,0.00000,0.93056,0.34978,0.08333,0.00000,0.28115
visual_counterfactual,language_prior_policy,2,48,0.64583,0.16667,0.14583,0.21060,0.00000,0.00000,0.92361,0.36477,0.06250,0.00000,0.31583
visual_counterfactual,language_prior_policy,3,48,0.68750,0.18750,0.14583,0.20648,0.00000,0.00000,0.96528,0.43257,0.02083,0.00000,0.27968
visual_counterfactual,language_prior_policy,4,48,0.68750,0.14583,0.10417,0.20587,0.00000,0.00000,0.93056,0.37713,0.12500,0.00000,0.30048
visual_counterfactual,language_prior_policy,5,48,0.60417,0.14583,0.25000,0.20050,0.00000,0.00000,0.94444,0.38421,0.10417,0.00000,0.30826
visual_counterfactual,language_prior_policy,6,48,0.70833,0.12500,0.12500,0.20811,0.00000,0.00000,0.93056,0.37746,0.08333,0.00000,0.33754
visual_counterfactual,language_prior_policy,7,48,0.68750,0.12500,0.10417,0.21978,0.00000,0.00000,0.90972,0.37905,0.08333,0.00000,0.32083
visual_counterfactual,language_prior_policy,8,48,0.68750,0.20833,0.10417,0.20076,0.00000,0.00000,0.91667,0.39711,0.14583,0.00000,0.31756
visual_counterfactual,language_prior_policy,9,48,0.58333,0.31250,0.10417,0.20503,0.00000,0.00000,0.93056,0.35148,0.12500,0.00000,0.29763
visual_counterfactual,vision_language_policy,0,48,0.54167,0.20833,0.14583,0.24660,0.00000,0.00000,0.70833,0.36500,0.00000,0.00000,0.39068
visual_counterfactual,vision_language_policy,1,48,0.45833,0.27083,0.25000,0.25419,0.00000,0.00000,0.67361,0.31667,0.06250,0.00000,0.36679
visual_counterfactual,vision_language_policy,2,48,0.58333,0.20833,0.14583,0.24666,0.00000,0.00000,0.75695,0.41354,0.00000,0.00000,0.38714
visual_counterfactual,vision_language_policy,3,48,0.50000,0.27083,0.18750,0.26324,0.00000,0.00000,0.65278,0.30755,0.02083,0.00000,0.36279
visual_counterfactual,vision_language_policy,4,48,0.35417,0.31250,0.18750,0.28477,0.00000,0.00000,0.73611,0.39838,0.04167,0.00000,0.38361
visual_counterfactual,vision_language_policy,5,48,0.52083,0.14583,0.31250,0.24582,0.00000,0.00000,0.75695,0.40638,0.04167,0.00000,0.40742
visual_counterfactual,vision_language_policy,6,48,0.58333,0.25000,0.06250,0.24299,0.00000,0.00000,0.77778,0.39299,0.04167,0.00000,0.37223
visual_counterfactual,vision_language_policy,7,48,0.52083,0.20833,0.16667,0.26109,0.00000,0.00000,0.69445,0.39418,0.00000,0.00000,0.36078
visual_counterfactual,vision_language_policy,8,48,0.41667,0.39583,0.08333,0.25280,0.00000,0.00000,0.73611,0.42419,0.04167,0.00000,0.36128
visual_counterfactual,vision_language_policy,9,48,0.47917,0.27083,0.22917,0.24692,0.00000,0.00000,0.74306,0.39997,0.06250,0.00000,0.43096
visual_counterfactual,uncertainty_threshold_policy,0,48,0.47917,0.06250,0.22917,0.29730,0.00000,0.00000,0.70833,0.36500,0.00000,0.00000,0.45948
visual_counterfactual,uncertainty_threshold_policy,1,48,0.43750,0.14583,0.33333,0.29853,0.00000,0.00000,0.67361,0.31667,0.06250,0.00000,0.50512
visual_counterfactual,uncertainty_threshold_policy,2,48,0.41667,0.08333,0.33333,0.30977,0.00000,0.00000,0.75695,0.41354,0.00000,0.00000,0.48336
visual_counterfactual,uncertainty_threshold_policy,3,48,0.41667,0.06250,0.33333,0.30709,0.00000,0.00000,0.65278,0.30755,0.02083,0.00000,0.47367
visual_counterfactual,uncertainty_threshold_policy,4,48,0.22917,0.22917,0.31250,0.34082,0.00000,0.00000,0.73611,0.39838,0.06250,0.00000,0.49927
visual_counterfactual,uncertainty_threshold_policy,5,48,0.39583,0.06250,0.43750,0.31233,0.00000,0.00000,0.75695,0.40638,0.06250,0.00000,0.53166
visual_counterfactual,uncertainty_threshold_policy,6,48,0.35417,0.16667,0.31250,0.29148,0.00000,0.00000,0.77778,0.39299,0.10417,0.00000,0.43398
visual_counterfactual,uncertainty_threshold_policy,7,48,0.31250,0.10417,0.29167,0.32398,0.00000,0.00000,0.69445,0.39418,0.02083,0.00000,0.47834
visual_counterfactual,uncertainty_threshold_policy,8,48,0.54167,0.10417,0.14583,0.27297,0.00000,0.00000,0.73611,0.42419,0.04167,0.00000,0.38595
visual_counterfactual,uncertainty_threshold_policy,9,48,0.45833,0.06250,0.39583,0.29178,0.00000,0.00000,0.74306,0.39997,0.04167,0.00000,0.44221
visual_counterfactual,passive_tactile_classifier,0,48,0.64583,0.14583,0.12500,0.20662,2.00000,0.24000,0.86806,0.42655,0.00000,0.00000,0.31054
visual_counterfactual,passive_tactile_classifier,1,48,0.64583,0.18750,0.14583,0.21350,2.00000,0.24000,0.83333,0.39775,0.00000,0.00000,0.31172
visual_counterfactual,passive_tactile_classifier,2,48,0.72917,0.12500,0.10417,0.20620,2.00000,0.24000,0.88195,0.41956,0.00000,0.00000,0.30542
visual_counterfactual,passive_tactile_classifier,3,48,0.68750,0.12500,0.14583,0.22106,2.00000,0.24000,0.83333,0.41165,0.00000,0.00000,0.30578
visual_counterfactual,passive_tactile_classifier,4,48,0.54167,0.22917,0.14583,0.24160,2.00000,0.24000,0.87500,0.43433,0.00000,0.00000,0.34680
visual_counterfactual,passive_tactile_classifier,5,48,0.64583,0.10417,0.20833,0.21440,2.00000,0.24000,0.85417,0.40599,0.02083,0.00000,0.36502
visual_counterfactual,passive_tactile_classifier,6,48,0.70833,0.20833,0.04167,0.20779,2.00000,0.24000,0.88889,0.43961,0.00000,0.00000,0.32190
visual_counterfactual,passive_tactile_classifier,7,48,0.66667,0.14583,0.08333,0.21924,2.00000,0.24000,0.82639,0.40416,0.00000,0.00000,0.32940
visual_counterfactual,passive_tactile_classifier,8,48,0.64583,0.22917,0.06250,0.20431,2.00000,0.24000,0.87500,0.42998,0.02083,0.00000,0.31690
visual_counterfactual,passive_tactile_classifier,9,48,0.72917,0.12500,0.14583,0.20166,2.00000,0.24000,0.85417,0.38582,0.02083,0.00000,0.30645
visual_counterfactual,greedy_active_touch,0,48,0.72917,0.14583,0.12500,0.17966,2.00000,0.25188,0.88889,0.35495,0.00000,0.00000,0.29766
visual_counterfactual,greedy_active_touch,1,48,0.52083,0.22917,0.25000,0.21985,2.00000,0.26312,0.80556,0.29469,0.06250,0.00000,0.35034
visual_counterfactual,greedy_active_touch,2,48,0.75000,0.16667,0.06250,0.18902,2.00000,0.26292,0.90278,0.38958,0.02083,0.00000,0.28868
visual_counterfactual,greedy_active_touch,3,48,0.60417,0.22917,0.10417,0.21241,2.00000,0.25896,0.82639,0.35144,0.02083,0.00000,0.31625
visual_counterfactual,greedy_active_touch,4,48,0.52083,0.25000,0.12500,0.23491,2.00000,0.25729,0.83333,0.33171,0.06250,0.00000,0.33379
visual_counterfactual,greedy_active_touch,5,48,0.56250,0.16667,0.25000,0.20566,2.00000,0.26083,0.89583,0.39932,0.02083,0.00000,0.32266
visual_counterfactual,greedy_active_touch,6,48,0.70833,0.18750,0.06250,0.19109,2.00000,0.26333,0.89583,0.38540,0.02083,0.00000,0.30922
visual_counterfactual,greedy_active_touch,7,48,0.60417,0.20833,0.08333,0.20866,2.00000,0.26021,0.83333,0.36975,0.00000,0.00000,0.34319
visual_counterfactual,greedy_active_touch,8,48,0.66667,0.25000,0.04167,0.19869,2.00000,0.26271,0.84722,0.34716,0.02083,0.00000,0.29918
visual_counterfactual,greedy_active_touch,9,48,0.60417,0.20833,0.18750,0.19842,2.00000,0.26458,0.85417,0.34879,0.02083,0.00000,0.38611
visual_counterfactual,strong_tactile_then_policy,0,48,0.77083,0.16667,0.06250,0.13840,6.00000,0.79000,0.99306,0.42741,0.00000,0.00000,0.21746
visual_counterfactual,strong_tactile_then_policy,1,48,0.83333,0.10417,0.06250,0.14695,6.00000,0.79000,0.97917,0.40554,0.00000,0.00000,0.22609
visual_counterfactual,strong_tactile_then_policy,2,48,0.87500,0.08333,0.04167,0.14627,6.00000,0.79000,0.98611,0.40915,0.00000,0.00000,0.21409
visual_counterfactual,strong_tactile_then_policy,3,48,0.72917,0.18750,0.06250,0.16275,6.00000,0.79000,0.97222,0.45217,0.00000,0.00000,0.25216
visual_counterfactual,strong_tactile_then_policy,4,48,0.70833,0.25000,0.04167,0.16157,6.00000,0.79000,0.97917,0.42812,0.00000,0.00000,0.23579
visual_counterfactual,strong_tactile_then_policy,5,48,0.75000,0.10417,0.14583,0.15966,6.00000,0.79000,0.98611,0.44052,0.00000,0.00000,0.25062
visual_counterfactual,strong_tactile_then_policy,6,48,0.81250,0.14583,0.02083,0.15695,6.00000,0.79000,0.97222,0.41353,0.00000,0.00000,0.23072
visual_counterfactual,strong_tactile_then_policy,7,48,0.85417,0.10417,0.02083,0.15643,6.00000,0.79000,0.97917,0.45638,0.00000,0.00000,0.22651
visual_counterfactual,strong_tactile_then_policy,8,48,0.79167,0.16667,0.04167,0.14522,6.00000,0.79000,1.00000,0.43550,0.00000,0.00000,0.20989
visual_counterfactual,strong_tactile_then_policy,9,48,0.79167,0.12500,0.08333,0.14080,6.00000,0.79000,0.99306,0.40494,0.00000,0.00000,0.22446
visual_counterfactual,risk_aware_touch_policy,0,48,0.75000,0.06250,0.16667,0.18423,2.00000,0.23750,0.93750,0.35566,0.02083,0.00000,0.29589
visual_counterfactual,risk_aware_touch_policy,1,48,0.66667,0.08333,0.25000,0.19402,2.00000,0.23354,0.90972,0.29431,0.12500,0.00000,0.31346
visual_counterfactual,risk_aware_touch_policy,2,48,0.70833,0.08333,0.14583,0.19496,2.00000,0.24063,0.95833,0.36289,0.06250,0.00000,0.31005
visual_counterfactual,risk_aware_touch_policy,3,48,0.68750,0.08333,0.18750,0.21025,2.00000,0.24396,0.91667,0.34798,0.02083,0.00000,0.32243
visual_counterfactual,risk_aware_touch_policy,4,48,0.62500,0.12500,0.14583,0.21027,2.00000,0.23937,0.90972,0.33508,0.06250,0.00000,0.32376
visual_counterfactual,risk_aware_touch_policy,5,48,0.64583,0.08333,0.27083,0.22207,2.00000,0.23479,0.92361,0.36839,0.06250,0.00000,0.37718
visual_counterfactual,risk_aware_touch_policy,6,48,0.79167,0.08333,0.06250,0.18714,2.00000,0.23958,0.95833,0.38981,0.06250,0.00000,0.29292
visual_counterfactual,risk_aware_touch_policy,7,48,0.72917,0.08333,0.12500,0.19768,2.00000,0.23958,0.89583,0.35177,0.02083,0.00000,0.30547
visual_counterfactual,risk_aware_touch_policy,8,48,0.75000,0.10417,0.08333,0.18712,2.00000,0.23417,0.90278,0.32908,0.02083,0.00000,0.32617
visual_counterfactual,risk_aware_touch_policy,9,48,0.68750,0.06250,0.25000,0.20366,2.00000,0.23333,0.93750,0.34050,0.06250,0.00000,0.35094
visual_counterfactual,budgeted_information_gain,0,48,0.68750,0.22917,0.08333,0.15628,3.00000,0.35771,0.99306,0.39200,0.04167,0.00000,0.23442
visual_counterfactual,budgeted_information_gain,1,48,0.68750,0.25000,0.06250,0.15999,3.00000,0.35125,0.99306,0.38085,0.06250,0.00000,0.24435
visual_counterfactual,budgeted_information_gain,2,48,0.77083,0.16667,0.06250,0.16070,3.00000,0.35708,0.98611,0.37457,0.04167,0.00000,0.24045
visual_counterfactual,budgeted_information_gain,3,48,0.70833,0.20833,0.08333,0.17948,3.00000,0.35375,0.99306,0.43064,0.02083,0.00000,0.28272
visual_counterfactual,budgeted_information_gain,4,48,0.66667,0.27083,0.08333,0.17660,3.00000,0.35396,0.98611,0.39190,0.04167,0.00000,0.24469
visual_counterfactual,budgeted_information_gain,5,48,0.58333,0.25000,0.20833,0.17663,3.00000,0.35708,0.98611,0.40793,0.06250,0.00000,0.26963
visual_counterfactual,budgeted_information_gain,6,48,0.75000,0.20833,0.02083,0.17396,3.00000,0.35896,0.98611,0.39909,0.04167,0.00000,0.26208
visual_counterfactual,budgeted_information_gain,7,48,0.75000,0.18750,0.06250,0.16486,3.00000,0.35938,0.99306,0.42740,0.04167,0.00000,0.24376
visual_counterfactual,budgeted_information_gain,8,48,0.68750,0.25000,0.08333,0.15919,3.00000,0.35938,1.00000,0.39506,0.04167,0.00000,0.24005
visual_counterfactual,budgeted_information_gain,9,48,0.62500,0.29167,0.10417,0.15732,3.00000,0.35646,0.99306,0.36894,0.04167,0.00000,0.26403
visual_counterfactual,calibrated_debt_threshold,0,48,0.79167,0.04167,0.14583,0.17835,1.95833,0.23021,0.93750,0.36673,0.02083,0.00000,0.29626
visual_counterfactual,calibrated_debt_threshold,1,48,0.75000,0.06250,0.18750,0.18355,1.93750,0.22354,0.95833,0.36780,0.08333,0.00000,0.25666
visual_counterfactual,calibrated_debt_threshold,2,48,0.75000,0.04167,0.16667,0.19310,1.97917,0.23833,0.96528,0.39747,0.04167,0.00000,0.28907
visual_counterfactual,calibrated_debt_threshold,3,48,0.75000,0.04167,0.16667,0.20120,1.97917,0.24333,0.94444,0.40475,0.02083,0.00000,0.28918
visual_counterfactual,calibrated_debt_threshold,4,48,0.68750,0.10417,0.14583,0.20329,1.93750,0.23146,0.93750,0.37211,0.02083,0.00000,0.31262
visual_counterfactual,calibrated_debt_threshold,5,48,0.64583,0.06250,0.29167,0.21031,1.95833,0.23000,0.94444,0.41233,0.06250,0.00000,0.33155
visual_counterfactual,calibrated_debt_threshold,6,48,0.79167,0.12500,0.06250,0.18382,1.97917,0.23333,0.96528,0.41008,0.02083,0.00000,0.25550
visual_counterfactual,calibrated_debt_threshold,7,48,0.75000,0.04167,0.14583,0.19282,1.97917,0.23292,0.93056,0.41594,0.02083,0.00000,0.28326
visual_counterfactual,calibrated_debt_threshold,8,48,0.77083,0.10417,0.08333,0.18291,1.93750,0.23229,0.93056,0.36823,0.02083,0.00000,0.28853
visual_counterfactual,calibrated_debt_threshold,9,48,0.75000,0.06250,0.18750,0.19475,1.93750,0.22500,0.93056,0.35235,0.06250,0.00000,0.32137
visual_counterfactual,counterfactual_material_filter,0,48,0.75000,0.10417,0.12500,0.15884,2.62500,0.31167,0.99306,0.36881,0.06250,0.00000,0.28821
visual_counterfactual,counterfactual_material_filter,1,48,0.70833,0.12500,0.16667,0.16938,2.45833,0.28542,0.97917,0.33604,0.12500,0.00000,0.24733
visual_counterfactual,counterfactual_material_filter,2,48,0.72917,0.12500,0.10417,0.18009,2.58333,0.31354,0.97917,0.34582,0.06250,0.00000,0.26447
visual_counterfactual,counterfactual_material_filter,3,48,0.72917,0.12500,0.14583,0.18641,2.58333,0.31104,0.98611,0.39693,0.02083,0.00000,0.27626
visual_counterfactual,counterfactual_material_filter,4,48,0.77083,0.12500,0.10417,0.17928,2.45833,0.28979,0.98611,0.37885,0.04167,0.00000,0.23168
visual_counterfactual,counterfactual_material_filter,5,48,0.66667,0.08333,0.25000,0.19238,2.56250,0.30792,0.98611,0.38083,0.08333,0.00000,0.28800
visual_counterfactual,counterfactual_material_filter,6,48,0.79167,0.12500,0.06250,0.17574,2.54167,0.30521,0.97917,0.36059,0.04167,0.00000,0.24187
visual_counterfactual,counterfactual_material_filter,7,48,0.75000,0.14583,0.08333,0.16517,2.68750,0.32021,0.99306,0.40718,0.04167,0.00000,0.24515
visual_counterfactual,counterfactual_material_filter,8,48,0.68750,0.20833,0.08333,0.16121,2.68750,0.31625,0.99306,0.36564,0.04167,0.00000,0.23519
visual_counterfactual,counterfactual_material_filter,9,48,0.62500,0.18750,0.20833,0.17180,2.60417,0.30917,0.99306,0.35657,0.04167,0.00000,0.26728
visual_counterfactual,grounding_debt_planner_v5,0,48,0.83333,0.02083,0.12500,0.16086,2.91667,0.34563,0.99306,0.37715,0.02083,0.00000,0.28110
visual_counterfactual,grounding_debt_planner_v5,1,48,0.77083,0.06250,0.16667,0.17081,2.89583,0.34250,0.98611,0.35844,0.08333,0.00000,0.25325
visual_counterfactual,grounding_debt_planner_v5,2,48,0.83333,0.04167,0.10417,0.17305,2.93750,0.34979,0.98611,0.36003,0.04167,0.00000,0.24988
visual_counterfactual,grounding_debt_planner_v5,3,48,0.81250,0.04167,0.12500,0.18521,2.93750,0.34896,0.99306,0.41130,0.00000,0.00000,0.27578
visual_counterfactual,grounding_debt_planner_v5,4,48,0.79167,0.06250,0.12500,0.18125,2.91667,0.34542,0.99306,0.38846,0.04167,0.00000,0.23781
visual_counterfactual,grounding_debt_planner_v5,5,48,0.66667,0.08333,0.25000,0.19050,2.93750,0.34875,0.99306,0.39828,0.02083,0.00000,0.28831
visual_counterfactual,grounding_debt_planner_v5,6,48,0.83333,0.08333,0.06250,0.17130,2.97917,0.35521,1.00000,0.40043,0.02083,0.00000,0.24427
visual_counterfactual,grounding_debt_planner_v5,7,48,0.87500,0.02083,0.08333,0.15949,2.95833,0.35208,1.00000,0.41466,0.02083,0.00000,0.22515
visual_counterfactual,grounding_debt_planner_v5,8,48,0.81250,0.08333,0.08333,0.16057,2.95833,0.35313,0.99306,0.37027,0.00000,0.00000,0.23519
visual_counterfactual,grounding_debt_planner_v5,9,48,0.72917,0.06250,0.20833,0.16783,2.93750,0.34875,1.00000,0.36541,0.04167,0.00000,0.26728
visual_counterfactual,oracle_tactile_upper_bound,0,48,1.00000,0.00000,0.00000,0.01219,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01667
visual_counterfactual,oracle_tactile_upper_bound,1,48,1.00000,0.00000,0.00000,0.01204,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01632
visual_counterfactual,oracle_tactile_upper_bound,2,48,1.00000,0.00000,0.00000,0.01311,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01797
visual_counterfactual,oracle_tactile_upper_bound,3,48,1.00000,0.00000,0.00000,0.01302,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01725
visual_counterfactual,oracle_tactile_upper_bound,4,48,1.00000,0.00000,0.00000,0.01344,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01732
visual_counterfactual,oracle_tactile_upper_bound,5,48,1.00000,0.00000,0.00000,0.01269,0.00000,0.00000,1.00000,0.04000,0.00000,0.00000,0.01711
