split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical,stress_axis,stress_level
stress_language,0,9,greedy_active_touch,handoff,thin_shell,0,1,0,0.22839,2,0.33000,1.00000,0.46101,0.46101,heavy;full,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,9,strong_tactile_then_policy,handoff,thin_shell,0,1,0,0.21871,6,0.79000,1.00000,0.48908,0.48908,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,9,grounding_debt_planner,handoff,thin_shell,1,0,0,0.16925,2,0.24000,1.00000,0.37603,0.37603,heavy;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,9,oracle_tactile_upper_bound,handoff,thin_shell,1,0,0,0.01900,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,10,vision_language_policy,slide,generic_part,1,0,0,0.18883,0,0.00000,0.66667,0.46246,0.12913,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,10,greedy_active_touch,slide,generic_part,1,0,0,0.14411,2,0.23000,1.00000,0.35574,0.35574,soft;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,10,strong_tactile_then_policy,slide,generic_part,1,0,0,0.13190,6,0.79000,1.00000,0.34101,0.34101,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,10,grounding_debt_planner,slide,generic_part,1,0,0,0.13575,2,0.21000,1.00000,0.30049,0.30049,soft;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,10,oracle_tactile_upper_bound,slide,generic_part,1,0,0,0.01306,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,11,vision_language_policy,insert,rigid_insert,1,0,0,0.14458,0,0.00000,1.00000,0.45695,0.45695,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,11,greedy_active_touch,insert,rigid_insert,1,0,0,0.11856,2,0.25000,1.00000,0.32025,0.32025,locked;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,11,strong_tactile_then_policy,insert,rigid_insert,0,1,0,0.09776,6,0.79000,1.00000,0.20804,0.20804,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,11,grounding_debt_planner,insert,rigid_insert,1,0,0,0.13652,2,0.18000,1.00000,0.28565,0.28565,fragile;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,11,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01446,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,12,vision_language_policy,pick,dense_block,1,0,0,0.15962,0,0.00000,0.66667,0.42840,0.09507,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,12,greedy_active_touch,pick,dense_block,1,0,0,0.09381,2,0.25000,1.00000,0.36161,0.36161,fragile;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,12,strong_tactile_then_policy,pick,dense_block,1,0,0,0.11036,6,0.79000,1.00000,0.37702,0.37702,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,12,grounding_debt_planner,pick,dense_block,1,0,0,0.10059,2,0.18000,1.00000,0.36079,0.36079,fragile;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,12,oracle_tactile_upper_bound,pick,dense_block,1,0,0,0.00813,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,13,vision_language_policy,pour,empty_cup,1,0,0,0.19634,0,0.00000,0.66667,0.51818,0.18485,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,13,greedy_active_touch,pour,empty_cup,1,0,0,0.11814,2,0.30000,1.00000,0.37134,0.37134,full;soft,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,13,strong_tactile_then_policy,pour,empty_cup,1,0,0,0.10472,6,0.79000,1.00000,0.32185,0.32185,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,13,grounding_debt_planner,pour,empty_cup,1,0,0,0.13299,2,0.25000,1.00000,0.37613,0.37613,full;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,13,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01018,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,14,vision_language_policy,open,loose_lid_box,0,1,0,0.22519,0,0.00000,1.00000,0.36547,0.36547,none,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,14,greedy_active_touch,open,loose_lid_box,1,0,0,0.15876,2,0.24000,1.00000,0.36547,0.36547,slippery;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,14,strong_tactile_then_policy,open,loose_lid_box,0,1,0,0.14234,6,0.79000,1.00000,0.33206,0.33206,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,14,grounding_debt_planner,open,loose_lid_box,1,0,0,0.19580,1,0.10000,1.00000,0.30097,0.30097,fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,14,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01774,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,15,vision_language_policy,handoff,generic_part,1,0,0,0.15433,0,0.00000,1.00000,0.45037,0.45037,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,15,greedy_active_touch,handoff,generic_part,1,0,0,0.11234,2,0.32000,1.00000,0.45037,0.45037,full;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,15,strong_tactile_then_policy,handoff,generic_part,1,0,0,0.09171,6,0.79000,1.00000,0.32829,0.32829,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,15,grounding_debt_planner,handoff,generic_part,1,0,0,0.13741,2,0.26000,1.00000,0.34494,0.34494,heavy;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,15,oracle_tactile_upper_bound,handoff,generic_part,1,0,0,0.01214,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,16,vision_language_policy,slide,generic_part,1,0,0,0.25698,0,0.00000,0.66667,0.44508,0.11175,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,16,greedy_active_touch,slide,generic_part,1,0,0,0.11913,2,0.33000,1.00000,0.33064,0.33064,heavy;full,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,16,strong_tactile_then_policy,slide,generic_part,1,0,0,0.11365,6,0.79000,1.00000,0.30187,0.30187,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,16,grounding_debt_planner,slide,generic_part,1,0,0,0.10308,2,0.24000,1.00000,0.31892,0.31892,heavy;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,16,oracle_tactile_upper_bound,slide,generic_part,1,0,0,0.00927,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,17,vision_language_policy,insert,foam_insert,1,0,0,0.13565,0,0.00000,1.00000,0.28466,0.28466,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,17,greedy_active_touch,insert,foam_insert,0,1,0,0.09339,2,0.32000,1.00000,0.28466,0.28466,locked;full,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,17,strong_tactile_then_policy,insert,foam_insert,0,1,0,0.08312,6,0.79000,1.00000,0.23636,0.23636,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,17,grounding_debt_planner,insert,foam_insert,1,0,0,0.08399,2,0.23000,1.00000,0.25318,0.25318,fragile;soft,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,17,oracle_tactile_upper_bound,insert,foam_insert,1,0,0,0.01185,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,18,vision_language_policy,pick,thin_shell,1,0,0,0.02688,0,0.00000,1.00000,0.40522,0.40522,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,18,greedy_active_touch,pick,thin_shell,1,0,0,0.03512,2,0.23000,1.00000,0.40223,0.40223,soft;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,18,strong_tactile_then_policy,pick,thin_shell,0,1,0,0.02545,6,0.79000,1.00000,0.28938,0.28938,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,18,grounding_debt_planner,pick,thin_shell,1,0,0,0.08492,2,0.18000,1.00000,0.29929,0.29929,fragile;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,18,oracle_tactile_upper_bound,pick,thin_shell,1,0,0,0.00526,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,19,vision_language_policy,pour,opaque_cup,1,0,0,0.10761,0,0.00000,1.00000,0.32540,0.32540,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,19,greedy_active_touch,pour,opaque_cup,1,0,0,0.09119,2,0.31000,1.00000,0.25425,0.25425,locked;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,19,strong_tactile_then_policy,pour,opaque_cup,1,0,0,0.09337,6,0.79000,1.00000,0.29743,0.29743,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,19,grounding_debt_planner,pour,opaque_cup,1,0,0,0.07730,2,0.33000,1.00000,0.26880,0.26880,heavy;full,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,19,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.01139,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,20,vision_language_policy,open,loose_lid_box,1,0,0,0.17321,0,0.00000,1.00000,0.40440,0.40440,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,20,greedy_active_touch,open,loose_lid_box,1,0,0,0.13529,2,0.18000,1.00000,0.30647,0.30647,fragile;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,20,strong_tactile_then_policy,open,loose_lid_box,1,0,0,0.16268,6,0.79000,1.00000,0.36693,0.36693,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,20,grounding_debt_planner,open,loose_lid_box,1,0,0,0.18087,2,0.25000,1.00000,0.39468,0.39468,fragile;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,20,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01704,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,21,vision_language_policy,handoff,ceramic_tool,1,0,0,0.14206,0,0.00000,1.00000,0.37129,0.37129,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,21,greedy_active_touch,handoff,ceramic_tool,0,1,0,0.09011,2,0.28000,1.00000,0.37129,0.37129,soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,21,strong_tactile_then_policy,handoff,ceramic_tool,0,1,0,0.06635,6,0.79000,1.00000,0.27303,0.27303,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,21,grounding_debt_planner,handoff,ceramic_tool,1,0,0,0.05396,2,0.26000,1.00000,0.22279,0.22279,fragile;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,21,oracle_tactile_upper_bound,handoff,ceramic_tool,1,0,0,0.00915,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,22,vision_language_policy,slide,dense_block,1,0,0,0.14366,0,0.00000,1.00000,0.55646,0.55646,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,22,greedy_active_touch,slide,dense_block,1,0,0,0.11986,2,0.23000,1.00000,0.31322,0.31322,slippery;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,22,strong_tactile_then_policy,slide,dense_block,1,0,0,0.12086,6,0.79000,1.00000,0.27022,0.27022,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,22,grounding_debt_planner,slide,dense_block,1,0,0,0.12486,2,0.24000,1.00000,0.33615,0.33615,slippery;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,22,oracle_tactile_upper_bound,slide,dense_block,1,0,0,0.00897,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,23,vision_language_policy,insert,rigid_insert,1,0,0,0.23202,0,0.00000,0.66667,0.63772,0.30439,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,23,greedy_active_touch,insert,rigid_insert,1,0,0,0.18520,2,0.28000,1.00000,0.52042,0.52042,soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,23,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.14823,6,0.79000,1.00000,0.36385,0.36385,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,23,grounding_debt_planner,insert,rigid_insert,1,0,0,0.17688,2,0.23000,1.00000,0.37570,0.37570,soft;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,23,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01397,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,24,vision_language_policy,pick,thin_shell,1,0,0,0.16316,0,0.00000,1.00000,0.44719,0.44719,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,24,greedy_active_touch,pick,thin_shell,1,0,0,0.13356,2,0.26000,1.00000,0.37046,0.37046,heavy;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,24,strong_tactile_then_policy,pick,thin_shell,0,1,0,0.14496,6,0.79000,1.00000,0.38503,0.38503,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,24,grounding_debt_planner,pick,thin_shell,1,0,0,0.10061,2,0.26000,1.00000,0.37046,0.37046,heavy;fragile,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,24,oracle_tactile_upper_bound,pick,thin_shell,1,0,0,0.01424,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,25,vision_language_policy,pour,opaque_cup,1,0,0,0.08470,0,0.00000,0.66667,0.57837,0.24504,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,25,greedy_active_touch,pour,opaque_cup,1,0,0,0.03942,2,0.23000,1.00000,0.45533,0.45533,locked;slippery,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,25,strong_tactile_then_policy,pour,opaque_cup,1,0,0,0.05286,6,0.79000,1.00000,0.46246,0.46246,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,25,grounding_debt_planner,pour,opaque_cup,1,0,0,0.05927,2,0.24000,1.00000,0.50412,0.50412,slippery;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,25,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.00460,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,26,vision_language_policy,open,loose_lid_box,1,0,0,0.13597,0,0.00000,1.00000,0.34344,0.34344,none,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
stress_language,0,26,greedy_active_touch,open,loose_lid_box,1,0,0,0.11187,2,0.24000,1.00000,0.34344,0.34344,slippery;heavy,success,0.08000,0.10000,0.10000,0.06000,0.20000,language,0.0
