split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,confidence,false_safe_confidence,abstain,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical,probe_budget_pressure,adversarial_trap,ablation
combined_hard_shift,0,1,grounding_debt_planner_v5,pour,opaque_cup,0,1,0,0.28596,2,0.24000,1.00000,0.67174,0.67174,0.51121,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,1,no_debt_estimator,pour,opaque_cup,0,1,0,0.23844,2,0.18000,0.66667,0.50675,0.17342,0.61812,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,1,no_active_probe_selection,pour,opaque_cup,0,1,0,0.28596,2,0.24000,1.00000,0.67174,0.67174,0.51121,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,1,no_tactile_belief_update,pour,opaque_cup,0,1,0,0.36671,2,0.24000,0.33333,0.52549,0.14118,0.58726,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,1,no_language_vision_conflict_detector,pour,opaque_cup,0,1,0,0.36914,2,0.25000,0.66667,0.60582,0.27248,0.54127,0,0,slippery;full,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,1,no_safety_gate,pour,opaque_cup,0,1,0,0.29284,2,0.24000,1.00000,0.67174,0.67174,0.51121,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,1,no_probe_cost_regularizer,pour,opaque_cup,0,1,0,0.30751,4,0.56000,1.00000,0.77080,0.77080,0.37100,0,0,heavy;full;slippery;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,1,no_calibration,pour,opaque_cup,0,1,0,0.28596,2,0.24000,1.00000,0.67174,0.67174,0.71821,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,1,no_counterfactual_material_filter,pour,opaque_cup,0,1,0,0.28596,2,0.24000,1.00000,0.67174,0.67174,0.51121,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,1,oracle_handoff,pour,opaque_cup,1,0,0,0.01268,0,0.00000,1.00000,0.04000,0.04000,0.90029,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,2,grounding_debt_planner_v5,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,2,no_debt_estimator,open,loose_lid_box,1,0,0,0.16726,2,0.18000,1.00000,0.45828,0.45828,0.68663,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,2,no_active_probe_selection,open,loose_lid_box,1,0,0,0.13182,2,0.24000,1.00000,0.54416,0.54416,0.62086,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,2,no_tactile_belief_update,open,loose_lid_box,0,1,0,0.23776,2,0.23000,1.00000,0.54416,0.54416,0.61874,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,2,no_language_vision_conflict_detector,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,2,no_safety_gate,open,loose_lid_box,0,1,0,0.24353,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,2,no_probe_cost_regularizer,open,loose_lid_box,0,1,0,0.25500,4,0.46000,0.66667,0.68237,0.34904,0.48985,0,0,fragile;soft;locked;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,2,no_calibration,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.84780,1,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,2,no_counterfactual_material_filter,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,2,oracle_handoff,open,loose_lid_box,1,0,0,0.01774,0,0.00000,1.00000,0.04000,0.04000,0.94360,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,3,grounding_debt_planner_v5,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,3,no_debt_estimator,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,3,no_active_probe_selection,handoff,glass_part,0,1,0,0.29643,2,0.24000,1.00000,0.61856,0.61856,0.54864,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,3,no_tactile_belief_update,handoff,glass_part,0,1,0,0.22735,2,0.18000,0.66667,0.45675,0.12342,0.65390,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,3,no_language_vision_conflict_detector,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,3,no_safety_gate,handoff,glass_part,0,1,0,0.25254,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,3,no_probe_cost_regularizer,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,3,no_calibration,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.88506,1,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,3,no_counterfactual_material_filter,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,3,oracle_handoff,handoff,glass_part,1,0,0,0.01900,0,0.00000,1.00000,0.04000,0.04000,0.91007,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,4,grounding_debt_planner_v5,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,4,no_debt_estimator,slide,thin_shell,0,0,1,0.41890,2,0.18000,0.33333,0.63586,0.03080,0.56868,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,4,no_active_probe_selection,slide,thin_shell,0,0,1,0.44535,2,0.24000,0.33333,0.61290,0.05377,0.55951,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,4,no_tactile_belief_update,slide,thin_shell,0,0,1,0.43609,2,0.21000,0.33333,0.68941,0.02275,0.52394,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,4,no_language_vision_conflict_detector,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,4,no_safety_gate,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,4,no_probe_cost_regularizer,slide,thin_shell,0,1,1,0.39414,4,0.47000,0.66667,0.52733,0.19400,0.55331,0,0,soft;slippery;heavy;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,4,no_calibration,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.80328,1,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,4,no_counterfactual_material_filter,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,4,oracle_handoff,slide,thin_shell,1,0,0,0.01385,0,0.00000,1.00000,0.04000,0.04000,0.91799,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,5,grounding_debt_planner_v5,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,5,no_debt_estimator,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,5,no_active_probe_selection,insert,rigid_insert,0,0,1,0.51303,2,0.24000,0.66667,0.64273,0.30940,0.55684,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,5,no_tactile_belief_update,insert,rigid_insert,0,0,1,0.52278,2,0.18000,0.66667,0.47899,0.14566,0.66310,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,5,no_language_vision_conflict_detector,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,5,no_safety_gate,insert,rigid_insert,0,0,1,0.44767,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,5,no_probe_cost_regularizer,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,5,no_calibration,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.77818,1,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,5,no_counterfactual_material_filter,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,5,oracle_handoff,insert,rigid_insert,1,0,0,0.01687,0,0.00000,1.00000,0.04000,0.04000,0.93083,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,6,grounding_debt_planner_v5,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,6,no_debt_estimator,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,6,no_active_probe_selection,pick,dense_block,0,0,1,0.48447,2,0.24000,0.66667,0.53759,0.20426,0.58428,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,6,no_tactile_belief_update,pick,dense_block,0,0,1,0.43716,2,0.18000,0.66667,0.44220,0.10887,0.65500,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,6,no_language_vision_conflict_detector,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,6,no_safety_gate,pick,dense_block,0,0,1,0.35182,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,6,no_probe_cost_regularizer,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,6,no_calibration,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.91333,1,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,6,no_counterfactual_material_filter,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,6,oracle_handoff,pick,dense_block,1,0,0,0.01394,0,0.00000,1.00000,0.04000,0.04000,0.90360,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,7,grounding_debt_planner_v5,pour,empty_cup,0,0,0,0.42725,2,0.25000,0.00000,0.81514,0.18486,0.43449,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,7,no_debt_estimator,pour,empty_cup,0,0,0,0.45483,2,0.18000,0.00000,0.72846,0.27154,0.50491,0,0,slippery;fragile,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,7,no_active_probe_selection,pour,empty_cup,0,0,0,0.46062,2,0.24000,0.00000,0.70343,0.29657,0.49680,0,0,slippery;heavy,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,7,no_tactile_belief_update,pour,empty_cup,0,0,0,0.46959,2,0.25000,0.00000,0.61944,0.38056,0.53625,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,7,no_language_vision_conflict_detector,pour,empty_cup,0,0,0,0.46062,2,0.24000,0.00000,0.70343,0.29657,0.49680,0,0,slippery;heavy,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,7,no_safety_gate,pour,empty_cup,0,0,0,0.40212,2,0.25000,0.00000,0.81514,0.18486,0.43449,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,7,no_probe_cost_regularizer,pour,empty_cup,0,1,0,0.43365,4,0.54000,0.00000,0.79011,0.20989,0.37570,0,0,slippery;full;heavy;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,7,no_calibration,pour,empty_cup,0,0,0,0.42725,2,0.25000,0.00000,0.81514,0.18486,0.64149,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,7,no_counterfactual_material_filter,pour,empty_cup,0,0,0,0.42725,2,0.25000,0.00000,0.81514,0.18486,0.43449,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,7,oracle_handoff,pour,empty_cup,1,0,0,0.01445,0,0.00000,1.00000,0.04000,0.04000,0.90236,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,8,grounding_debt_planner_v5,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,8,no_debt_estimator,open,latched_box,0,0,1,0.38273,2,0.23000,0.66667,0.63040,0.29707,0.55849,0,0,fragile;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,8,no_active_probe_selection,open,latched_box,0,0,1,0.37560,2,0.24000,0.66667,0.89800,0.56466,0.42145,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,8,no_tactile_belief_update,open,latched_box,0,0,1,0.41614,2,0.25000,0.66667,0.89800,0.56466,0.40667,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,8,no_language_vision_conflict_detector,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,8,no_safety_gate,open,latched_box,1,0,0,0.12276,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,8,no_probe_cost_regularizer,open,latched_box,0,1,1,0.23705,4,0.55000,1.00000,0.34451,0.34451,0.61845,0,0,fragile;locked;soft;full,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,8,no_calibration,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.84891,1,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,8,no_counterfactual_material_filter,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,8,oracle_handoff,open,latched_box,1,0,0,0.01730,0,0.00000,1.00000,0.04000,0.04000,0.92819,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,9,grounding_debt_planner_v5,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
combined_hard_shift,0,9,no_debt_estimator,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_debt_estimator
combined_hard_shift,0,9,no_active_probe_selection,handoff,generic_part,1,0,0,0.13170,2,0.24000,1.00000,0.32108,0.32108,0.67445,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_active_probe_selection
combined_hard_shift,0,9,no_tactile_belief_update,handoff,generic_part,1,0,0,0.27880,2,0.18000,0.66667,0.55888,0.22555,0.57191,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_tactile_belief_update
combined_hard_shift,0,9,no_language_vision_conflict_detector,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_language_vision_conflict_detector
combined_hard_shift,0,9,no_safety_gate,handoff,generic_part,1,0,0,0.23487,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_safety_gate
combined_hard_shift,0,9,no_probe_cost_regularizer,handoff,generic_part,0,0,0,0.31567,4,0.51000,0.66667,0.32074,0.01260,0.61549,0,0,slippery;fragile;heavy;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_probe_cost_regularizer
combined_hard_shift,0,9,no_calibration,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.81539,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_calibration
combined_hard_shift,0,9,no_counterfactual_material_filter,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,no_counterfactual_material_filter
combined_hard_shift,0,9,oracle_handoff,handoff,generic_part,1,0,0,0.01214,0,0.00000,1.00000,0.04000,0.04000,0.88119,0,0,none,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,oracle_handoff
combined_hard_shift,0,10,grounding_debt_planner_v5,slide,dense_block,0,0,1,0.33359,2,0.21000,0.66667,0.37645,0.04311,0.70261,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,grounding_debt_v5_full
