split,risk_budget,method,metric,mean,ci95,seeds,episodes_per_seed
combined_hard_shift,0.05,grounding_debt_planner_v5,coverage,0.00313,0.00612,10,32
combined_hard_shift,0.05,grounding_debt_planner_v5,fixed_risk_success,0.00313,0.00612,10,32
combined_hard_shift,0.05,grounding_debt_planner_v5,false_safe_rate,0.00000,0.00000,10,32
combined_hard_shift,0.05,grounding_debt_planner_v5,action_success,0.42188,0.04496,10,32
combined_hard_shift,0.10,passive_tactile_classifier,coverage,0.01875,0.01354,10,32
combined_hard_shift,0.10,passive_tactile_classifier,fixed_risk_success,0.01250,0.01000,10,32
combined_hard_shift,0.10,passive_tactile_classifier,false_safe_rate,0.00625,0.00817,10,32
combined_hard_shift,0.10,passive_tactile_classifier,action_success,0.40937,0.06355,10,32
combined_hard_shift,0.10,strong_tactile_then_policy,coverage,0.00000,0.00000,10,32
combined_hard_shift,0.10,strong_tactile_then_policy,fixed_risk_success,0.00000,0.00000,10,32
combined_hard_shift,0.10,strong_tactile_then_policy,false_safe_rate,0.00000,0.00000,10,32
combined_hard_shift,0.10,strong_tactile_then_policy,action_success,0.22500,0.04263,10,32
combined_hard_shift,0.10,risk_aware_touch_policy,coverage,0.04375,0.01871,10,32
combined_hard_shift,0.10,risk_aware_touch_policy,fixed_risk_success,0.02500,0.02000,10,32
combined_hard_shift,0.10,risk_aware_touch_policy,false_safe_rate,0.01875,0.01354,10,32
combined_hard_shift,0.10,risk_aware_touch_policy,action_success,0.42188,0.05104,10,32
combined_hard_shift,0.10,calibrated_debt_threshold,coverage,0.03750,0.01780,10,32
combined_hard_shift,0.10,calibrated_debt_threshold,fixed_risk_success,0.02500,0.01225,10,32
combined_hard_shift,0.10,calibrated_debt_threshold,false_safe_rate,0.01250,0.01354,10,32
combined_hard_shift,0.10,calibrated_debt_threshold,action_success,0.35625,0.03787,10,32
combined_hard_shift,0.10,counterfactual_material_filter,coverage,0.04063,0.02747,10,32
combined_hard_shift,0.10,counterfactual_material_filter,fixed_risk_success,0.02500,0.01528,10,32
combined_hard_shift,0.10,counterfactual_material_filter,false_safe_rate,0.01562,0.01882,10,32
combined_hard_shift,0.10,counterfactual_material_filter,action_success,0.40937,0.05359,10,32
combined_hard_shift,0.10,grounding_debt_planner_v5,coverage,0.03125,0.01826,10,32
combined_hard_shift,0.10,grounding_debt_planner_v5,fixed_risk_success,0.02500,0.01225,10,32
combined_hard_shift,0.10,grounding_debt_planner_v5,false_safe_rate,0.00625,0.01225,10,32
combined_hard_shift,0.10,grounding_debt_planner_v5,action_success,0.42188,0.04496,10,32
adversarial_language_vision_trap,0.00,passive_tactile_classifier,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,passive_tactile_classifier,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,passive_tactile_classifier,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,passive_tactile_classifier,action_success,0.36875,0.03267,10,32
adversarial_language_vision_trap,0.00,strong_tactile_then_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,strong_tactile_then_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,strong_tactile_then_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,strong_tactile_then_policy,action_success,0.25625,0.05463,10,32
adversarial_language_vision_trap,0.00,risk_aware_touch_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,risk_aware_touch_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,risk_aware_touch_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,risk_aware_touch_policy,action_success,0.37500,0.03980,10,32
adversarial_language_vision_trap,0.00,calibrated_debt_threshold,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,calibrated_debt_threshold,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,calibrated_debt_threshold,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,calibrated_debt_threshold,action_success,0.29688,0.03901,10,32
adversarial_language_vision_trap,0.00,counterfactual_material_filter,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,counterfactual_material_filter,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,counterfactual_material_filter,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,counterfactual_material_filter,action_success,0.37188,0.04229,10,32
adversarial_language_vision_trap,0.00,grounding_debt_planner_v5,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,grounding_debt_planner_v5,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,grounding_debt_planner_v5,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.00,grounding_debt_planner_v5,action_success,0.41563,0.04660,10,32
adversarial_language_vision_trap,0.02,passive_tactile_classifier,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,passive_tactile_classifier,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,passive_tactile_classifier,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,passive_tactile_classifier,action_success,0.36875,0.03267,10,32
adversarial_language_vision_trap,0.02,strong_tactile_then_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,strong_tactile_then_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,strong_tactile_then_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,strong_tactile_then_policy,action_success,0.25625,0.05463,10,32
adversarial_language_vision_trap,0.02,risk_aware_touch_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,risk_aware_touch_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,risk_aware_touch_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,risk_aware_touch_policy,action_success,0.37500,0.03980,10,32
adversarial_language_vision_trap,0.02,calibrated_debt_threshold,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,calibrated_debt_threshold,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,calibrated_debt_threshold,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,calibrated_debt_threshold,action_success,0.29688,0.03901,10,32
adversarial_language_vision_trap,0.02,counterfactual_material_filter,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,counterfactual_material_filter,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,counterfactual_material_filter,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,counterfactual_material_filter,action_success,0.37188,0.04229,10,32
adversarial_language_vision_trap,0.02,grounding_debt_planner_v5,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,grounding_debt_planner_v5,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,grounding_debt_planner_v5,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.02,grounding_debt_planner_v5,action_success,0.41563,0.04660,10,32
adversarial_language_vision_trap,0.05,passive_tactile_classifier,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,passive_tactile_classifier,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,passive_tactile_classifier,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,passive_tactile_classifier,action_success,0.36875,0.03267,10,32
adversarial_language_vision_trap,0.05,strong_tactile_then_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,strong_tactile_then_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,strong_tactile_then_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,strong_tactile_then_policy,action_success,0.25625,0.05463,10,32
adversarial_language_vision_trap,0.05,risk_aware_touch_policy,coverage,0.00313,0.00612,10,32
adversarial_language_vision_trap,0.05,risk_aware_touch_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,risk_aware_touch_policy,false_safe_rate,0.00313,0.00612,10,32
adversarial_language_vision_trap,0.05,risk_aware_touch_policy,action_success,0.37500,0.03980,10,32
adversarial_language_vision_trap,0.05,calibrated_debt_threshold,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,calibrated_debt_threshold,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,calibrated_debt_threshold,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,calibrated_debt_threshold,action_success,0.29688,0.03901,10,32
adversarial_language_vision_trap,0.05,counterfactual_material_filter,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,counterfactual_material_filter,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,counterfactual_material_filter,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,counterfactual_material_filter,action_success,0.37188,0.04229,10,32
adversarial_language_vision_trap,0.05,grounding_debt_planner_v5,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,grounding_debt_planner_v5,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,grounding_debt_planner_v5,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.05,grounding_debt_planner_v5,action_success,0.41563,0.04660,10,32
adversarial_language_vision_trap,0.10,passive_tactile_classifier,coverage,0.00937,0.00936,10,32
adversarial_language_vision_trap,0.10,passive_tactile_classifier,fixed_risk_success,0.00313,0.00612,10,32
adversarial_language_vision_trap,0.10,passive_tactile_classifier,false_safe_rate,0.00625,0.00817,10,32
adversarial_language_vision_trap,0.10,passive_tactile_classifier,action_success,0.36875,0.03267,10,32
adversarial_language_vision_trap,0.10,strong_tactile_then_policy,coverage,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.10,strong_tactile_then_policy,fixed_risk_success,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.10,strong_tactile_then_policy,false_safe_rate,0.00000,0.00000,10,32
adversarial_language_vision_trap,0.10,strong_tactile_then_policy,action_success,0.25625,0.05463,10,32
adversarial_language_vision_trap,0.10,risk_aware_touch_policy,coverage,0.04375,0.02274,10,32
adversarial_language_vision_trap,0.10,risk_aware_touch_policy,fixed_risk_success,0.02187,0.01837,10,32
adversarial_language_vision_trap,0.10,risk_aware_touch_policy,false_safe_rate,0.02187,0.01595,10,32
adversarial_language_vision_trap,0.10,risk_aware_touch_policy,action_success,0.37500,0.03980,10,32
adversarial_language_vision_trap,0.10,calibrated_debt_threshold,coverage,0.01562,0.01021,10,32
adversarial_language_vision_trap,0.10,calibrated_debt_threshold,fixed_risk_success,0.00937,0.00936,10,32
adversarial_language_vision_trap,0.10,calibrated_debt_threshold,false_safe_rate,0.00625,0.00817,10,32
adversarial_language_vision_trap,0.10,calibrated_debt_threshold,action_success,0.29688,0.03901,10,32
adversarial_language_vision_trap,0.10,counterfactual_material_filter,coverage,0.01562,0.01021,10,32
adversarial_language_vision_trap,0.10,counterfactual_material_filter,fixed_risk_success,0.00937,0.00936,10,32
adversarial_language_vision_trap,0.10,counterfactual_material_filter,false_safe_rate,0.00625,0.00817,10,32
adversarial_language_vision_trap,0.10,counterfactual_material_filter,action_success,0.37188,0.04229,10,32
adversarial_language_vision_trap,0.10,grounding_debt_planner_v5,coverage,0.01562,0.01370,10,32
adversarial_language_vision_trap,0.10,grounding_debt_planner_v5,fixed_risk_success,0.00937,0.00936,10,32
adversarial_language_vision_trap,0.10,grounding_debt_planner_v5,false_safe_rate,0.00625,0.01225,10,32
adversarial_language_vision_trap,0.10,grounding_debt_planner_v5,action_success,0.41563,0.04660,10,32
