split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical
language_alias_shift,0,17,vision_language_policy,insert,rigid_insert,1,0,0,0.19962,0,0.00000,1.00000,0.48511,0.48511,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,uncertainty_threshold_policy,insert,rigid_insert,1,0,0,0.17932,0,0.00000,1.00000,0.48511,0.48511,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.16685,2,0.24000,1.00000,0.44332,0.44332,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,greedy_active_touch,insert,rigid_insert,1,0,0,0.15587,2,0.25000,1.00000,0.40942,0.40942,locked;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,strong_tactile_then_policy,insert,rigid_insert,0,1,0,0.12889,6,0.79000,1.00000,0.31759,0.31759,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,grounding_debt_planner,insert,rigid_insert,1,0,0,0.14808,2,0.18000,1.00000,0.35875,0.35875,slippery;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,17,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01446,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,language_prior_policy,pick,dense_block,0,0,1,0.45214,0,0.00000,0.33333,0.76661,0.09994,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,vision_language_policy,pick,dense_block,0,0,1,0.29416,0,0.00000,1.00000,0.53092,0.53092,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,uncertainty_threshold_policy,pick,dense_block,0,0,1,0.49106,0,0.00000,1.00000,0.53092,0.53092,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,passive_tactile_classifier,pick,dense_block,0,0,1,0.28802,2,0.24000,1.00000,0.50080,0.50080,slippery;heavy,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,greedy_active_touch,pick,dense_block,1,0,0,0.21402,2,0.30000,1.00000,0.53092,0.53092,soft;full,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,strong_tactile_then_policy,pick,dense_block,1,0,0,0.17210,6,0.79000,1.00000,0.37789,0.37789,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,grounding_debt_planner,pick,dense_block,0,0,1,0.24184,2,0.18000,1.00000,0.37767,0.37767,fragile;slippery,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,18,oracle_tactile_upper_bound,pick,dense_block,1,0,0,0.01878,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,language_prior_policy,pour,empty_cup,0,1,0,0.28828,0,0.00000,1.00000,0.51378,0.51378,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,vision_language_policy,pour,empty_cup,0,1,0,0.23242,0,0.00000,1.00000,0.41642,0.41642,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,uncertainty_threshold_policy,pour,empty_cup,0,1,0,0.23242,0,0.00000,1.00000,0.41642,0.41642,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,passive_tactile_classifier,pour,empty_cup,0,1,0,0.22659,2,0.24000,1.00000,0.42256,0.42256,slippery;heavy,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,greedy_active_touch,pour,empty_cup,1,0,0,0.15816,2,0.25000,1.00000,0.41642,0.41642,fragile;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,strong_tactile_then_policy,pour,empty_cup,0,1,0,0.15893,6,0.79000,1.00000,0.33313,0.33313,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,grounding_debt_planner,pour,empty_cup,1,0,0,0.19666,2,0.33000,1.00000,0.26636,0.26636,heavy;full,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,19,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01673,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,language_prior_policy,open,latched_box,1,0,0,0.22839,0,0.00000,1.00000,0.64495,0.64495,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,vision_language_policy,open,latched_box,1,0,0,0.23841,0,0.00000,1.00000,0.56910,0.56910,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,uncertainty_threshold_policy,open,latched_box,0,0,0,0.33490,0,0.00000,1.00000,0.56910,0.56910,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,passive_tactile_classifier,open,latched_box,1,0,0,0.21870,2,0.24000,1.00000,0.56910,0.56910,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,greedy_active_touch,open,latched_box,1,0,0,0.15100,2,0.31000,1.00000,0.42723,0.42723,locked;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,strong_tactile_then_policy,open,latched_box,1,0,0,0.12213,6,0.79000,1.00000,0.40890,0.40890,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,grounding_debt_planner,open,latched_box,1,0,0,0.15117,2,0.28000,1.00000,0.39763,0.39763,locked;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,20,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.01381,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,language_prior_policy,handoff,generic_part,0,0,0,0.32853,0,0.00000,1.00000,0.65423,0.65423,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,vision_language_policy,handoff,generic_part,1,0,0,0.19408,0,0.00000,1.00000,0.43226,0.43226,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,uncertainty_threshold_policy,handoff,generic_part,0,0,0,0.34678,0,0.00000,1.00000,0.43226,0.43226,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,passive_tactile_classifier,handoff,generic_part,1,0,0,0.18064,2,0.24000,1.00000,0.33232,0.33232,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,greedy_active_touch,handoff,generic_part,1,0,0,0.14741,2,0.28000,1.00000,0.43226,0.43226,locked;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,strong_tactile_then_policy,handoff,generic_part,1,0,0,0.12103,6,0.79000,1.00000,0.28908,0.28908,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,grounding_debt_planner,handoff,generic_part,1,0,0,0.16002,2,0.18000,1.00000,0.29644,0.29644,slippery;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,21,oracle_tactile_upper_bound,handoff,generic_part,1,0,0,0.01338,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,language_prior_policy,slide,glass_part,0,1,0,0.33321,0,0.00000,0.66667,0.50022,0.16688,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,vision_language_policy,slide,glass_part,0,1,0,0.26196,0,0.00000,0.66667,0.79510,0.46177,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,uncertainty_threshold_policy,slide,glass_part,1,0,0,0.21947,0,0.00000,0.66667,0.79510,0.46177,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,passive_tactile_classifier,slide,glass_part,1,0,0,0.09792,2,0.24000,1.00000,0.42919,0.42919,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,greedy_active_touch,slide,glass_part,1,0,0,0.12101,2,0.29000,1.00000,0.25861,0.25861,soft;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,strong_tactile_then_policy,slide,glass_part,0,1,0,0.04668,6,0.79000,1.00000,0.16148,0.16148,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,grounding_debt_planner,slide,glass_part,1,0,0,0.12876,2,0.29000,1.00000,0.25861,0.25861,soft;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,22,oracle_tactile_upper_bound,slide,glass_part,1,0,0,0.01336,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,language_prior_policy,insert,rigid_insert,1,0,0,0.22960,0,0.00000,1.00000,0.58786,0.58786,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,vision_language_policy,insert,rigid_insert,1,0,0,0.16455,0,0.00000,1.00000,0.48533,0.48533,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,uncertainty_threshold_policy,insert,rigid_insert,0,0,0,0.32413,0,0.00000,1.00000,0.48533,0.48533,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.16748,2,0.24000,1.00000,0.49768,0.49768,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,greedy_active_touch,insert,rigid_insert,1,0,0,0.11665,2,0.25000,1.00000,0.27111,0.27111,fragile;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.10821,6,0.79000,1.00000,0.24152,0.24152,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,grounding_debt_planner,insert,rigid_insert,1,0,0,0.10797,2,0.23000,1.00000,0.20878,0.20878,fragile;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,23,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01397,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,language_prior_policy,pick,generic_part,1,0,0,0.23627,0,0.00000,0.66667,0.49463,0.16130,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,vision_language_policy,pick,generic_part,1,0,0,0.13609,0,0.00000,1.00000,0.49801,0.49801,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,uncertainty_threshold_policy,pick,generic_part,0,0,0,0.30519,0,0.00000,1.00000,0.49801,0.49801,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,passive_tactile_classifier,pick,generic_part,1,0,0,0.14108,2,0.24000,1.00000,0.42502,0.42502,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,greedy_active_touch,pick,generic_part,1,0,0,0.09483,2,0.26000,1.00000,0.29089,0.29089,fragile;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,strong_tactile_then_policy,pick,generic_part,1,0,0,0.09297,6,0.79000,1.00000,0.29919,0.29919,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,grounding_debt_planner,pick,generic_part,1,0,0,0.09483,2,0.26000,1.00000,0.29089,0.29089,fragile;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,24,oracle_tactile_upper_bound,pick,generic_part,1,0,0,0.01214,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,language_prior_policy,pour,opaque_cup,1,0,0,0.17683,0,0.00000,1.00000,0.16689,0.16689,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,vision_language_policy,pour,opaque_cup,1,0,0,0.14269,0,0.00000,1.00000,0.26134,0.26134,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,uncertainty_threshold_policy,pour,opaque_cup,1,0,0,0.14269,0,0.00000,1.00000,0.26134,0.26134,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,passive_tactile_classifier,pour,opaque_cup,1,0,0,0.16596,2,0.24000,1.00000,0.32622,0.32622,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,greedy_active_touch,pour,opaque_cup,1,0,0,0.11621,2,0.25000,1.00000,0.26134,0.26134,locked;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,strong_tactile_then_policy,pour,opaque_cup,1,0,0,0.13641,6,0.79000,1.00000,0.21829,0.21829,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,grounding_debt_planner,pour,opaque_cup,1,0,0,0.13181,2,0.25000,1.00000,0.16796,0.16796,full;slippery,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,25,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.01233,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,language_prior_policy,open,latched_box,0,0,0,0.36236,0,0.00000,0.33333,0.67307,0.00640,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,vision_language_policy,open,latched_box,1,0,0,0.26629,0,0.00000,0.66667,0.71897,0.38564,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,uncertainty_threshold_policy,open,latched_box,0,0,0,0.41984,0,0.00000,0.66667,0.71897,0.38564,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,passive_tactile_classifier,open,latched_box,1,0,0,0.27007,2,0.24000,0.66667,0.71897,0.38564,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,greedy_active_touch,open,latched_box,1,0,0,0.16610,2,0.23000,1.00000,0.25778,0.25778,fragile;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,strong_tactile_then_policy,open,latched_box,1,0,0,0.14445,6,0.79000,1.00000,0.26837,0.26837,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,grounding_debt_planner,open,latched_box,1,0,0,0.16610,2,0.23000,1.00000,0.25778,0.25778,fragile;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,26,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.01659,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,language_prior_policy,handoff,dense_block,1,0,0,0.14633,0,0.00000,1.00000,0.46947,0.46947,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,vision_language_policy,handoff,dense_block,1,0,0,0.12270,0,0.00000,1.00000,0.41717,0.41717,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,uncertainty_threshold_policy,handoff,dense_block,1,0,0,0.12270,0,0.00000,1.00000,0.41717,0.41717,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,passive_tactile_classifier,handoff,dense_block,1,0,0,0.11535,2,0.24000,1.00000,0.47947,0.47947,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,greedy_active_touch,handoff,dense_block,1,0,0,0.10564,2,0.28000,1.00000,0.41717,0.41717,soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,strong_tactile_then_policy,handoff,dense_block,1,0,0,0.07677,6,0.79000,1.00000,0.43216,0.43216,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,grounding_debt_planner,handoff,dense_block,1,0,0,0.12207,1,0.10000,1.00000,0.35694,0.35694,fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,27,oracle_tactile_upper_bound,handoff,dense_block,1,0,0,0.00448,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,language_prior_policy,slide,generic_part,1,0,0,0.25222,0,0.00000,1.00000,0.72154,0.72154,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,vision_language_policy,slide,generic_part,1,0,0,0.18798,0,0.00000,1.00000,0.57467,0.57467,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,uncertainty_threshold_policy,slide,generic_part,0,0,0,0.31862,0,0.00000,1.00000,0.57467,0.57467,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,passive_tactile_classifier,slide,generic_part,1,0,0,0.18958,2,0.24000,1.00000,0.55541,0.55541,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,greedy_active_touch,slide,generic_part,1,0,0,0.17129,2,0.23000,1.00000,0.43317,0.43317,fragile;soft,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,strong_tactile_then_policy,slide,generic_part,1,0,0,0.14902,6,0.79000,1.00000,0.42654,0.42654,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,grounding_debt_planner,slide,generic_part,1,0,0,0.18262,2,0.21000,1.00000,0.45508,0.45508,soft;slippery,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,28,oracle_tactile_upper_bound,slide,generic_part,1,0,0,0.01306,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,language_prior_policy,insert,rigid_insert,0,1,0,0.25753,0,0.00000,1.00000,0.68557,0.68557,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,vision_language_policy,insert,rigid_insert,1,0,0,0.24376,0,0.00000,0.66667,0.54346,0.21012,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,uncertainty_threshold_policy,insert,rigid_insert,0,0,0,0.31753,0,0.00000,0.66667,0.54346,0.21012,none,wrong_action_parameter,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.22930,2,0.24000,0.66667,0.49257,0.15924,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,greedy_active_touch,insert,rigid_insert,0,1,0,0.14462,2,0.28000,1.00000,0.33358,0.33358,soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,strong_tactile_then_policy,insert,rigid_insert,0,1,0,0.09400,6,0.79000,1.00000,0.21918,0.21918,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,grounding_debt_planner,insert,rigid_insert,1,0,0,0.14611,2,0.23000,1.00000,0.24096,0.24096,soft;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,29,oracle_tactile_upper_bound,insert,rigid_insert,1,0,0,0.01374,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,language_prior_policy,pick,oily_block,0,0,1,0.31654,0,0.00000,0.66667,0.59393,0.26060,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,vision_language_policy,pick,oily_block,1,0,0,0.19265,0,0.00000,1.00000,0.44316,0.44316,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,uncertainty_threshold_policy,pick,oily_block,1,0,0,0.19265,0,0.00000,1.00000,0.44316,0.44316,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,passive_tactile_classifier,pick,oily_block,1,0,0,0.16898,2,0.24000,1.00000,0.39841,0.39841,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,greedy_active_touch,pick,oily_block,1,0,0,0.10721,2,0.25000,1.00000,0.22723,0.22723,fragile;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,strong_tactile_then_policy,pick,oily_block,1,0,0,0.07101,6,0.79000,1.00000,0.19403,0.19403,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,grounding_debt_planner,pick,oily_block,1,0,0,0.06478,2,0.26000,1.00000,0.13800,0.13800,heavy;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,30,oracle_tactile_upper_bound,pick,oily_block,1,0,0,0.01503,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,language_prior_policy,pour,opaque_cup,0,1,0,0.33609,0,0.00000,0.66667,0.61686,0.28353,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,vision_language_policy,pour,opaque_cup,0,1,0,0.20993,0,0.00000,1.00000,0.51975,0.51975,none,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,uncertainty_threshold_policy,pour,opaque_cup,1,0,0,0.12699,0,0.00000,1.00000,0.51975,0.51975,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,passive_tactile_classifier,pour,opaque_cup,0,1,0,0.21609,2,0.24000,1.00000,0.52446,0.52446,slippery;heavy,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,greedy_active_touch,pour,opaque_cup,1,0,0,0.13124,2,0.18000,1.00000,0.48657,0.48657,fragile;slippery,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,strong_tactile_then_policy,pour,opaque_cup,0,1,0,0.14163,6,0.79000,1.00000,0.36851,0.36851,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,grounding_debt_planner,pour,opaque_cup,0,1,0,0.19083,2,0.25000,1.00000,0.31993,0.31993,slippery;full,damage_or_probe_damage,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,31,oracle_tactile_upper_bound,pour,opaque_cup,1,0,0,0.01481,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,language_prior_policy,open,latched_box,0,0,1,0.41537,0,0.00000,1.00000,0.74611,0.74611,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,vision_language_policy,open,latched_box,0,0,1,0.31437,0,0.00000,1.00000,0.61548,0.61548,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,uncertainty_threshold_policy,open,latched_box,0,0,1,0.50815,0,0.00000,1.00000,0.61548,0.61548,none,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,passive_tactile_classifier,open,latched_box,0,0,1,0.26328,2,0.24000,1.00000,0.61548,0.61548,slippery;heavy,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,greedy_active_touch,open,latched_box,1,0,0,0.22960,2,0.23000,1.00000,0.32480,0.32480,soft;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,strong_tactile_then_policy,open,latched_box,1,0,0,0.17978,6,0.79000,1.00000,0.33513,0.33513,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,grounding_debt_planner,open,latched_box,0,0,1,0.33317,2,0.23000,1.00000,0.32480,0.32480,fragile;soft,slip_or_drop,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,32,oracle_tactile_upper_bound,open,latched_box,1,0,0,0.02191,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,language_prior_policy,handoff,dense_block,1,0,0,0.06953,0,0.00000,1.00000,0.58026,0.58026,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,vision_language_policy,handoff,dense_block,1,0,0,0.05190,0,0.00000,1.00000,0.35836,0.35836,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,uncertainty_threshold_policy,handoff,dense_block,1,0,0,0.05190,0,0.00000,1.00000,0.35836,0.35836,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,passive_tactile_classifier,handoff,dense_block,1,0,0,0.06142,2,0.24000,1.00000,0.41272,0.41272,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,greedy_active_touch,handoff,dense_block,1,0,0,0.10639,2,0.32000,1.00000,0.35836,0.35836,locked;full,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,strong_tactile_then_policy,handoff,dense_block,1,0,0,0.08427,6,0.79000,1.00000,0.42371,0.42371,fragile;slippery;heavy;full;soft;locked,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,grounding_debt_planner,handoff,dense_block,1,0,0,0.05933,2,0.18000,1.00000,0.39118,0.39118,slippery;fragile,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,33,oracle_tactile_upper_bound,handoff,dense_block,1,0,0,0.01049,0,0.00000,1.00000,0.04000,0.04000,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,34,language_prior_policy,slide,generic_part,1,0,0,0.24485,0,0.00000,1.00000,0.59253,0.59253,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,34,vision_language_policy,slide,generic_part,1,0,0,0.29103,0,0.00000,0.66667,0.58259,0.24926,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,34,uncertainty_threshold_policy,slide,generic_part,1,0,0,0.26351,0,0.00000,0.66667,0.58259,0.24926,none,success,0.35000,0.06000,0.10000,0.06000,0.15000
language_alias_shift,0,34,passive_tactile_classifier,slide,generic_part,1,0,0,0.16874,2,0.24000,1.00000,0.39211,0.39211,slippery;heavy,success,0.35000,0.06000,0.10000,0.06000,0.15000
