split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical
seen_clean,0,6,oracle_tactile_upper_bound,pick,generic_part,1,0,0,0.01214,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,language_prior_policy,pour,empty_cup,1,0,0,0.13733,0,0.00000,1.00000,0.31098,0.31098,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,vision_language_policy,pour,empty_cup,1,0,0,0.13566,0,0.00000,1.00000,0.36174,0.36174,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,uncertainty_threshold_policy,pour,empty_cup,1,0,0,0.13566,0,0.00000,1.00000,0.36174,0.36174,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,passive_tactile_classifier,pour,empty_cup,1,0,0,0.11799,2,0.24000,1.00000,0.24233,0.24233,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,greedy_active_touch,pour,empty_cup,1,0,0,0.12607,2,0.25000,1.00000,0.36174,0.36174,locked;fragile,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,strong_tactile_then_policy,pour,empty_cup,1,0,0,0.10679,6,0.79000,1.00000,0.28746,0.28746,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,grounding_debt_planner,pour,empty_cup,1,0,0,0.11650,2,0.24000,1.00000,0.22254,0.22254,heavy;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,7,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01445,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,language_prior_policy,open,loose_lid_box,1,0,0,0.22575,0,0.00000,1.00000,0.27553,0.27553,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,vision_language_policy,open,loose_lid_box,1,0,0,0.17178,0,0.00000,1.00000,0.29794,0.29794,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,uncertainty_threshold_policy,open,loose_lid_box,1,0,0,0.17178,0,0.00000,1.00000,0.29794,0.29794,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,passive_tactile_classifier,open,loose_lid_box,1,0,0,0.15226,2,0.24000,1.00000,0.29794,0.29794,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,greedy_active_touch,open,loose_lid_box,1,0,0,0.13914,2,0.25000,1.00000,0.29794,0.29794,full;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,strong_tactile_then_policy,open,loose_lid_box,1,0,0,0.09289,6,0.79000,1.00000,0.20679,0.20679,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,grounding_debt_planner,open,loose_lid_box,1,0,0,0.13743,2,0.28000,1.00000,0.21921,0.21921,locked;soft,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,8,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01560,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,language_prior_policy,handoff,dense_block,1,0,0,0.11022,0,0.00000,1.00000,0.41864,0.41864,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,vision_language_policy,handoff,dense_block,1,0,0,0.09044,0,0.00000,1.00000,0.35692,0.35692,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,uncertainty_threshold_policy,handoff,dense_block,1,0,0,0.09044,0,0.00000,1.00000,0.35692,0.35692,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,passive_tactile_classifier,handoff,dense_block,1,0,0,0.09110,2,0.24000,1.00000,0.39357,0.39357,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,greedy_active_touch,handoff,dense_block,0,1,0,0.06501,2,0.32000,1.00000,0.35692,0.35692,locked;full,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,strong_tactile_then_policy,handoff,dense_block,1,0,0,0.06450,6,0.79000,1.00000,0.30481,0.30481,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,grounding_debt_planner,handoff,dense_block,1,0,0,0.09138,2,0.24000,1.00000,0.40304,0.40304,heavy;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,9,oracle_tactile_upper_bound,handoff,dense_block,1,0,0,0.00813,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,language_prior_policy,slide,thin_shell,1,0,0,0.21978,0,0.00000,1.00000,0.38459,0.38459,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,vision_language_policy,slide,thin_shell,1,0,0,0.12881,0,0.00000,1.00000,0.34472,0.34472,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,uncertainty_threshold_policy,slide,thin_shell,1,0,0,0.12881,0,0.00000,1.00000,0.34472,0.34472,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,passive_tactile_classifier,slide,thin_shell,1,0,0,0.10473,2,0.24000,1.00000,0.27757,0.27757,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,greedy_active_touch,slide,thin_shell,1,0,0,0.10973,2,0.23000,1.00000,0.28940,0.28940,fragile;soft,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,strong_tactile_then_policy,slide,thin_shell,0,1,0,0.07948,6,0.79000,1.00000,0.22573,0.22573,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,grounding_debt_planner,slide,thin_shell,1,0,0,0.09188,2,0.21000,1.00000,0.22746,0.22746,soft;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,10,oracle_tactile_upper_bound,slide,thin_shell,1,0,0,0.01688,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,language_prior_policy,insert,foam_insert,0,1,0,0.26264,0,0.00000,1.00000,0.47188,0.47188,none,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,vision_language_policy,insert,foam_insert,1,0,0,0.17626,0,0.00000,1.00000,0.28615,0.28615,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,uncertainty_threshold_policy,insert,foam_insert,1,0,0,0.17626,0,0.00000,1.00000,0.28615,0.28615,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,passive_tactile_classifier,insert,foam_insert,1,0,0,0.12948,2,0.24000,1.00000,0.30942,0.30942,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,greedy_active_touch,insert,foam_insert,0,1,0,0.10564,2,0.31000,1.00000,0.28615,0.28615,heavy;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,strong_tactile_then_policy,insert,foam_insert,0,1,0,0.10801,6,0.79000,1.00000,0.28384,0.28384,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,grounding_debt_planner,insert,foam_insert,1,0,0,0.14391,2,0.18000,1.00000,0.32367,0.32367,fragile;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,11,oracle_tactile_upper_bound,insert,foam_insert,1,0,0,0.01233,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,language_prior_policy,pick,polished_cylinder,0,0,1,0.21115,0,0.00000,1.00000,0.50690,0.50690,none,slip_or_drop,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,vision_language_policy,pick,polished_cylinder,1,0,0,0.15128,0,0.00000,1.00000,0.32180,0.32180,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,uncertainty_threshold_policy,pick,polished_cylinder,1,0,0,0.15128,0,0.00000,1.00000,0.32180,0.32180,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,passive_tactile_classifier,pick,polished_cylinder,1,0,0,0.12123,2,0.24000,1.00000,0.27513,0.27513,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,greedy_active_touch,pick,polished_cylinder,1,0,0,0.12979,2,0.28000,1.00000,0.32180,0.32180,locked;soft,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,strong_tactile_then_policy,pick,polished_cylinder,1,0,0,0.07901,6,0.79000,1.00000,0.22844,0.22844,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,grounding_debt_planner,pick,polished_cylinder,1,0,0,0.09334,2,0.26000,1.00000,0.14505,0.14505,heavy;fragile,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,12,oracle_tactile_upper_bound,pick,polished_cylinder,1,0,0,0.01503,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,language_prior_policy,pour,empty_cup,1,0,0,0.10509,0,0.00000,1.00000,0.24271,0.24271,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,vision_language_policy,pour,empty_cup,1,0,0,0.12408,0,0.00000,1.00000,0.23683,0.23683,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,uncertainty_threshold_policy,pour,empty_cup,1,0,0,0.12408,0,0.00000,1.00000,0.23683,0.23683,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,passive_tactile_classifier,pour,empty_cup,1,0,0,0.12697,2,0.24000,1.00000,0.24244,0.24244,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,greedy_active_touch,pour,empty_cup,0,1,0,0.10748,2,0.28000,1.00000,0.23683,0.23683,soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,strong_tactile_then_policy,pour,empty_cup,0,1,0,0.10305,6,0.79000,1.00000,0.28538,0.28538,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,grounding_debt_planner,pour,empty_cup,1,0,0,0.11726,1,0.08000,1.00000,0.22187,0.22187,slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,13,oracle_tactile_upper_bound,pour,empty_cup,1,0,0,0.01673,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,language_prior_policy,open,loose_lid_box,1,0,0,0.26498,0,0.00000,1.00000,0.45798,0.45798,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,vision_language_policy,open,loose_lid_box,1,0,0,0.21636,0,0.00000,1.00000,0.49506,0.49506,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,uncertainty_threshold_policy,open,loose_lid_box,0,0,0,0.34848,0,0.00000,1.00000,0.49506,0.49506,none,wrong_action_parameter,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,passive_tactile_classifier,open,loose_lid_box,1,0,0,0.19848,2,0.24000,1.00000,0.49506,0.49506,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,greedy_active_touch,open,loose_lid_box,1,0,0,0.19268,2,0.25000,1.00000,0.49506,0.49506,full;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,strong_tactile_then_policy,open,loose_lid_box,1,0,0,0.18551,6,0.79000,1.00000,0.44519,0.44519,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,grounding_debt_planner,open,loose_lid_box,1,0,0,0.21107,2,0.25000,1.00000,0.46789,0.46789,fragile;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,14,oracle_tactile_upper_bound,open,loose_lid_box,1,0,0,0.01273,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,language_prior_policy,handoff,ceramic_tool,1,0,0,0.15537,0,0.00000,1.00000,0.42124,0.42124,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,vision_language_policy,handoff,ceramic_tool,1,0,0,0.11833,0,0.00000,1.00000,0.29993,0.29993,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,uncertainty_threshold_policy,handoff,ceramic_tool,1,0,0,0.11833,0,0.00000,1.00000,0.29993,0.29993,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,passive_tactile_classifier,handoff,ceramic_tool,1,0,0,0.12055,2,0.24000,1.00000,0.31540,0.31540,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,greedy_active_touch,handoff,ceramic_tool,0,1,0,0.09900,2,0.28000,1.00000,0.29993,0.29993,soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,strong_tactile_then_policy,handoff,ceramic_tool,0,1,0,0.10470,6,0.79000,1.00000,0.31139,0.31139,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,grounding_debt_planner,handoff,ceramic_tool,1,0,0,0.05791,2,0.18000,1.00000,0.31650,0.31650,fragile;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,15,oracle_tactile_upper_bound,handoff,ceramic_tool,1,0,0,0.00779,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,language_prior_policy,slide,dense_block,1,0,0,0.15415,0,0.00000,1.00000,0.57533,0.57533,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,vision_language_policy,slide,dense_block,1,0,0,0.10128,0,0.00000,1.00000,0.38717,0.38717,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,uncertainty_threshold_policy,slide,dense_block,1,0,0,0.10128,0,0.00000,1.00000,0.38717,0.38717,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,passive_tactile_classifier,slide,dense_block,1,0,0,0.09282,2,0.24000,1.00000,0.29925,0.29925,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,greedy_active_touch,slide,dense_block,1,0,0,0.06911,2,0.23000,1.00000,0.30529,0.30529,locked;slippery,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,strong_tactile_then_policy,slide,dense_block,1,0,0,0.07053,6,0.79000,1.00000,0.27436,0.27436,fragile;slippery;heavy;full;soft;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,grounding_debt_planner,slide,dense_block,1,0,0,0.08253,2,0.21000,1.00000,0.28259,0.28259,slippery;soft,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,16,oracle_tactile_upper_bound,slide,dense_block,1,0,0,0.00897,0,0.00000,1.00000,0.04000,0.04000,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,17,language_prior_policy,insert,rigid_insert,1,0,0,0.18394,0,0.00000,1.00000,0.16030,0.16030,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,17,vision_language_policy,insert,rigid_insert,1,0,0,0.20494,0,0.00000,1.00000,0.31524,0.31524,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,17,uncertainty_threshold_policy,insert,rigid_insert,1,0,0,0.20494,0,0.00000,1.00000,0.31524,0.31524,none,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,17,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.18412,2,0.24000,1.00000,0.28884,0.28884,slippery;heavy,success,0.08000,0.05000,0.08000,0.03000,0.10000
seen_clean,0,17,greedy_active_touch,insert,rigid_insert,1,0,0,0.17720,2,0.32000,1.00000,0.31524,0.31524,full;locked,success,0.08000,0.05000,0.08000,0.03000,0.10000
