split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,confidence,false_safe_confidence,abstain,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical,probe_budget_pressure,adversarial_trap,risk_budget,confidence_threshold,coverage,fixed_risk_success,fixed_risk_false_safe
combined_hard_shift,0,1,counterfactual_material_filter,pour,opaque_cup,0,1,0,0.31554,2,0.33000,0.66667,0.78953,0.45620,0.41828,0,0,heavy;full,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,1,grounding_debt_planner_v5,pour,opaque_cup,0,1,0,0.28596,2,0.24000,1.00000,0.67174,0.67174,0.51121,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,passive_tactile_classifier,open,loose_lid_box,1,0,0,0.13518,2,0.24000,1.00000,0.54416,0.54416,0.63286,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,strong_tactile_then_policy,open,loose_lid_box,0,1,0,0.18492,6,0.79000,0.66667,0.67127,0.33793,0.40989,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,risk_aware_touch_policy,open,loose_lid_box,0,1,0,0.23514,2,0.23000,0.66667,0.51610,0.18277,0.64534,0,0,soft;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,calibrated_debt_threshold,open,loose_lid_box,0,1,0,0.23514,2,0.23000,0.66667,0.51610,0.18277,0.63334,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,counterfactual_material_filter,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,2,grounding_debt_planner_v5,open,loose_lid_box,0,1,0,0.23558,2,0.23000,0.66667,0.50175,0.16842,0.64080,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,passive_tactile_classifier,handoff,glass_part,0,1,0,0.31599,2,0.24000,1.00000,0.55644,0.55644,0.59294,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,strong_tactile_then_policy,handoff,glass_part,0,1,0,0.33783,6,0.79000,1.00000,0.61265,0.61265,0.40684,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,risk_aware_touch_policy,handoff,glass_part,0,1,0,0.21079,2,0.18000,1.00000,0.41370,0.41370,0.68829,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,calibrated_debt_threshold,handoff,glass_part,0,1,0,0.21079,2,0.18000,1.00000,0.41370,0.41370,0.67629,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,counterfactual_material_filter,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,3,grounding_debt_planner_v5,handoff,glass_part,0,1,0,0.21017,2,0.18000,1.00000,0.41029,0.41029,0.67806,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,passive_tactile_classifier,slide,thin_shell,0,0,1,0.44328,2,0.24000,0.33333,0.63142,0.03525,0.56188,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,strong_tactile_then_policy,slide,thin_shell,0,1,1,0.38381,6,0.79000,0.66667,0.56779,0.23445,0.43809,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,risk_aware_touch_policy,slide,thin_shell,0,0,1,0.39610,2,0.21000,0.66667,0.56381,0.23047,0.60126,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,calibrated_debt_threshold,slide,thin_shell,0,0,1,0.39610,2,0.21000,0.66667,0.56381,0.23047,0.58926,0,0,soft;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,counterfactual_material_filter,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,soft;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,4,grounding_debt_planner_v5,slide,thin_shell,0,0,1,0.39308,2,0.21000,0.66667,0.55030,0.21696,0.59628,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,passive_tactile_classifier,insert,rigid_insert,0,0,1,0.43856,2,0.24000,0.66667,0.58859,0.25525,0.59699,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,strong_tactile_then_policy,insert,rigid_insert,0,0,1,0.42678,6,0.79000,0.66667,0.64928,0.31594,0.40856,0,0,fragile;slippery;heavy;full;soft;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,risk_aware_touch_policy,insert,rigid_insert,0,0,1,0.51973,2,0.18000,0.66667,0.63776,0.30442,0.59255,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,calibrated_debt_threshold,insert,rigid_insert,0,0,1,0.51973,2,0.18000,0.66667,0.63776,0.30442,0.58055,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,counterfactual_material_filter,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,5,grounding_debt_planner_v5,insert,rigid_insert,0,0,1,0.51989,2,0.18000,0.66667,0.65577,0.32243,0.57118,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,passive_tactile_classifier,pick,dense_block,0,0,1,0.38437,2,0.24000,0.66667,0.49286,0.15953,0.61953,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,strong_tactile_then_policy,pick,dense_block,0,0,1,0.38250,6,0.79000,0.66667,0.49466,0.16133,0.46173,0,0,fragile;slippery;heavy;full;soft;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,risk_aware_touch_policy,pick,dense_block,0,0,1,0.43596,2,0.18000,0.66667,0.34972,0.01639,0.71509,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,calibrated_debt_threshold,pick,dense_block,0,0,1,0.43596,2,0.18000,0.66667,0.34972,0.01639,0.70309,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,counterfactual_material_filter,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,6,grounding_debt_planner_v5,pick,dense_block,0,0,1,0.43601,2,0.18000,0.66667,0.34348,0.01014,0.70633,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,passive_tactile_classifier,pour,empty_cup,0,0,0,0.44610,2,0.24000,0.00000,0.68059,0.31941,0.52068,0,0,slippery;heavy,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,strong_tactile_then_policy,pour,empty_cup,0,0,0,0.41685,6,0.79000,0.00000,0.75141,0.24859,0.32698,0,0,fragile;slippery;heavy;full;soft;locked,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,risk_aware_touch_policy,pour,empty_cup,0,0,0,0.46274,2,0.24000,0.00000,0.69653,0.30347,0.51239,0,0,heavy;slippery,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,calibrated_debt_threshold,pour,empty_cup,0,0,0,0.85000,2,0.25000,0.00000,0.79855,0.20145,0.44311,0,1,slippery;full,abstained,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,counterfactual_material_filter,pour,empty_cup,0,0,0,0.46062,2,0.24000,0.00000,0.70343,0.29657,0.49680,0,0,slippery;heavy,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,7,grounding_debt_planner_v5,pour,empty_cup,0,0,0,0.42725,2,0.25000,0.00000,0.81514,0.18486,0.43449,0,0,slippery;full,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,passive_tactile_classifier,open,latched_box,0,0,1,0.37070,2,0.24000,0.66667,0.89800,0.56466,0.43345,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,strong_tactile_then_policy,open,latched_box,0,1,1,0.19309,6,0.79000,1.00000,0.41652,0.41652,0.52695,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,risk_aware_touch_policy,open,latched_box,0,0,1,0.38445,2,0.23000,0.66667,0.64726,0.31393,0.56172,0,0,fragile;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,calibrated_debt_threshold,open,latched_box,0,0,1,0.22081,2,0.25000,1.00000,0.46343,0.46343,0.63264,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,counterfactual_material_filter,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,8,grounding_debt_planner_v5,open,latched_box,0,0,1,0.21657,2,0.25000,1.00000,0.44560,0.44560,0.64191,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,passive_tactile_classifier,handoff,generic_part,1,0,0,0.15128,2,0.24000,1.00000,0.41091,0.41091,0.63974,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,strong_tactile_then_policy,handoff,generic_part,1,0,0,0.21446,6,0.79000,0.66667,0.45387,0.12054,0.46052,0,0,fragile;slippery;heavy;full;soft;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,risk_aware_touch_policy,handoff,generic_part,1,0,0,0.13644,2,0.24000,1.00000,0.34489,0.34489,0.67407,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,calibrated_debt_threshold,handoff,generic_part,1,0,0,0.29042,2,0.18000,0.66667,0.53018,0.19685,0.58684,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,counterfactual_material_filter,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,9,grounding_debt_planner_v5,handoff,generic_part,1,0,0,0.29614,2,0.18000,0.66667,0.48874,0.15541,0.60839,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,passive_tactile_classifier,slide,dense_block,0,0,1,0.39367,2,0.24000,0.66667,0.59452,0.26118,0.59699,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,strong_tactile_then_policy,slide,dense_block,0,0,1,0.26045,6,0.79000,1.00000,0.36971,0.36971,0.55702,0,0,fragile;slippery;heavy;full;soft;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,risk_aware_touch_policy,slide,dense_block,0,0,1,0.29559,2,0.29000,1.00000,0.38841,0.38841,0.68093,0,0,heavy;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,calibrated_debt_threshold,slide,dense_block,0,0,1,0.29559,2,0.29000,1.00000,0.38841,0.38841,0.66893,0,0,heavy;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,counterfactual_material_filter,slide,dense_block,0,0,1,0.29053,2,0.29000,1.00000,0.37395,0.37395,0.67645,0,0,heavy;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,10,grounding_debt_planner_v5,slide,dense_block,0,0,1,0.33359,2,0.21000,0.66667,0.37645,0.04311,0.70261,0,0,slippery;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,passive_tactile_classifier,insert,foam_insert,1,0,0,0.12475,2,0.24000,0.33333,0.71466,0.04799,0.52194,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,strong_tactile_then_policy,insert,foam_insert,0,1,0,0.04847,6,0.79000,0.66667,0.73985,0.40652,0.35196,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,risk_aware_touch_policy,insert,foam_insert,1,0,0,0.17556,2,0.21000,0.33333,0.76213,0.09546,0.50147,0,0,slippery;soft,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,calibrated_debt_threshold,insert,foam_insert,1,0,0,0.10534,2,0.18000,0.66667,0.61541,0.28207,0.58267,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,counterfactual_material_filter,insert,foam_insert,1,0,0,0.17214,2,0.21000,0.33333,0.75589,0.08923,0.49272,0,0,slippery;soft,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,11,grounding_debt_planner_v5,insert,foam_insert,1,0,0,0.10114,2,0.18000,0.66667,0.58427,0.25094,0.59886,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,passive_tactile_classifier,pick,generic_part,0,1,0,0.26418,2,0.24000,0.66667,0.72960,0.39627,0.45351,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,strong_tactile_then_policy,pick,generic_part,0,1,0,0.25692,6,0.79000,0.66667,0.66169,0.32836,0.33195,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,risk_aware_touch_policy,pick,generic_part,0,1,0,0.33256,2,0.18000,0.66667,0.45076,0.11742,0.61963,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,calibrated_debt_threshold,pick,generic_part,0,1,0,0.33256,2,0.18000,0.66667,0.45076,0.11742,0.60763,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,counterfactual_material_filter,pick,generic_part,0,1,0,0.23169,2,0.24000,1.00000,0.72446,0.72446,0.44418,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,12,grounding_debt_planner_v5,pick,generic_part,0,1,0,0.33145,2,0.18000,0.66667,0.43186,0.09853,0.61746,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,passive_tactile_classifier,pour,opaque_cup,1,0,0,0.13885,2,0.24000,1.00000,0.78588,0.78588,0.46849,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,strong_tactile_then_policy,pour,opaque_cup,0,1,0,0.17531,6,0.79000,0.66667,0.74364,0.41030,0.33359,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,risk_aware_touch_policy,pour,opaque_cup,1,0,0,0.23962,2,0.25000,0.33333,0.61814,0.04853,0.55149,0,0,slippery;full,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,calibrated_debt_threshold,pour,opaque_cup,1,0,0,0.23962,2,0.25000,0.33333,0.61814,0.04853,0.53949,0,0,slippery;full,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,counterfactual_material_filter,pour,opaque_cup,1,0,0,0.11128,2,0.24000,1.00000,0.67017,0.67017,0.51666,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,13,grounding_debt_planner_v5,pour,opaque_cup,1,0,0,0.23912,2,0.25000,0.33333,0.60115,0.06552,0.54833,0,0,slippery;full,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,passive_tactile_classifier,open,loose_lid_box,0,1,0,0.39715,2,0.24000,0.66667,0.82501,0.49167,0.48547,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,strong_tactile_then_policy,open,loose_lid_box,0,1,0,0.28075,6,0.79000,0.66667,0.60906,0.27572,0.44089,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,risk_aware_touch_policy,open,loose_lid_box,0,1,0,0.21727,2,0.25000,1.00000,0.57934,0.57934,0.59843,0,0,fragile;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,calibrated_debt_threshold,open,loose_lid_box,0,1,0,0.21727,2,0.25000,1.00000,0.57934,0.57934,0.58643,0,0,locked;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,counterfactual_material_filter,open,loose_lid_box,0,1,0,0.20683,2,0.25000,1.00000,0.55604,0.55604,0.59855,0,0,locked;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,14,grounding_debt_planner_v5,open,loose_lid_box,0,1,0,0.20683,2,0.25000,1.00000,0.55604,0.55604,0.59855,0,0,fragile;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,15,passive_tactile_classifier,handoff,dense_block,1,0,0,0.23096,2,0.24000,0.66667,0.75965,0.42631,0.47551,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,15,strong_tactile_then_policy,handoff,dense_block,0,1,0,0.17287,6,0.79000,0.66667,0.72264,0.38931,0.33788,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,15,risk_aware_touch_policy,handoff,dense_block,1,0,0,0.24516,2,0.18000,0.66667,0.61165,0.27831,0.57359,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,15,calibrated_debt_threshold,handoff,dense_block,1,0,0,0.24516,2,0.18000,0.66667,0.61165,0.27831,0.56159,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
combined_hard_shift,0,15,counterfactual_material_filter,handoff,dense_block,1,0,0,0.24428,2,0.18000,0.66667,0.60123,0.26789,0.56701,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.00,0.96,0,0,0
