split,seed,episode_id,method,task,object_family,action_success,damage,slip_or_drop,param_error,probe_count,probe_cost,fact_accuracy,debt_score,debt_calibration_error,confidence,false_safe_confidence,abstain,probes,failure_label,language_ambiguity,visual_counterfactual,tactile_noise,material_novelty,safety_critical,probe_budget_pressure,adversarial_trap,risk_budget,confidence_threshold,coverage,fixed_risk_success,fixed_risk_false_safe
combined_hard_shift,7,31,risk_aware_touch_policy,open,latched_box,1,0,0,0.21757,2,0.23000,1.00000,0.71753,0.71753,0.52406,0,0,fragile;soft,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,7,31,calibrated_debt_threshold,open,latched_box,0,1,0,0.19399,2,0.28000,0.66667,0.63450,0.30117,0.52567,0,0,locked;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,7,31,counterfactual_material_filter,open,latched_box,0,1,0,0.19173,2,0.28000,0.66667,0.62714,0.29381,0.52950,0,0,soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,7,31,grounding_debt_planner_v5,open,latched_box,1,0,0,0.21692,2,0.23000,1.00000,0.70627,0.70627,0.51792,0,0,fragile;soft,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,passive_tactile_classifier,open,loose_lid_box,0,0,0,0.34833,2,0.24000,0.66667,0.52801,0.19468,0.55533,0,0,slippery;heavy,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,strong_tactile_then_policy,open,loose_lid_box,0,1,0,0.35915,6,0.79000,0.66667,0.53759,0.20426,0.39347,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,risk_aware_touch_policy,open,loose_lid_box,0,1,0,0.38825,2,0.23000,0.66667,0.54980,0.21647,0.54188,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,calibrated_debt_threshold,open,loose_lid_box,0,1,0,0.38825,2,0.23000,0.66667,0.54980,0.21647,0.52988,0,0,soft;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,counterfactual_material_filter,open,loose_lid_box,0,1,0,0.39073,2,0.23000,0.66667,0.56008,0.22674,0.52454,0,0,soft;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,0,grounding_debt_planner_v5,open,loose_lid_box,0,1,0,0.39073,2,0.23000,0.66667,0.56008,0.22674,0.52454,0,0,fragile;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,passive_tactile_classifier,handoff,ceramic_tool,0,1,0,0.43490,2,0.24000,0.33333,0.70130,0.03463,0.54983,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,strong_tactile_then_policy,handoff,ceramic_tool,0,1,0,0.38326,6,0.79000,0.33333,0.62747,0.03920,0.43135,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,risk_aware_touch_policy,handoff,ceramic_tool,0,1,0,0.41769,2,0.18000,0.33333,0.66703,0.00036,0.58878,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,calibrated_debt_threshold,handoff,ceramic_tool,0,1,0,0.41769,2,0.18000,0.33333,0.66703,0.00036,0.57678,0,0,fragile;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,counterfactual_material_filter,handoff,ceramic_tool,0,1,0,0.43723,2,0.26000,0.33333,0.70958,0.04292,0.52719,0,0,fragile;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,1,grounding_debt_planner_v5,handoff,ceramic_tool,0,1,0,0.42162,2,0.18000,0.33333,0.65188,0.01479,0.58465,0,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,passive_tactile_classifier,slide,glass_part,0,1,0,0.21064,2,0.24000,1.00000,0.66035,0.66035,0.55724,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,strong_tactile_then_policy,slide,glass_part,0,1,0,0.25179,6,0.79000,1.00000,0.58647,0.58647,0.43879,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,risk_aware_touch_policy,slide,glass_part,1,0,0,0.11368,2,0.24000,1.00000,0.61266,0.61266,0.58204,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,calibrated_debt_threshold,slide,glass_part,0,1,0,0.24291,2,0.21000,0.66667,0.58811,0.25478,0.58703,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,counterfactual_material_filter,slide,glass_part,0,1,0,0.24435,2,0.21000,0.66667,0.57805,0.24472,0.59226,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,2,grounding_debt_planner_v5,slide,glass_part,0,1,0,0.24435,2,0.21000,0.66667,0.57805,0.24472,0.59226,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,passive_tactile_classifier,insert,foam_insert,0,1,0,0.33700,2,0.24000,1.00000,0.44202,0.44202,0.69018,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,strong_tactile_then_policy,insert,foam_insert,0,1,0,0.29582,6,0.79000,1.00000,0.31158,0.31158,0.60113,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,risk_aware_touch_policy,insert,foam_insert,0,1,0,0.25425,2,0.18000,1.00000,0.32119,0.32119,0.77413,1,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,calibrated_debt_threshold,insert,foam_insert,0,1,0,0.25425,2,0.18000,1.00000,0.32119,0.32119,0.76213,1,0,fragile;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,counterfactual_material_filter,insert,foam_insert,0,1,0,0.25013,2,0.18000,1.00000,0.30359,0.30359,0.77128,1,0,fragile;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,3,grounding_debt_planner_v5,insert,foam_insert,0,1,0,0.25013,2,0.18000,1.00000,0.30359,0.30359,0.77128,1,0,slippery;fragile,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,passive_tactile_classifier,pick,generic_part,1,0,0,0.19890,2,0.24000,1.00000,0.71146,0.71146,0.50781,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,strong_tactile_then_policy,pick,generic_part,1,0,0,0.22457,6,0.79000,0.66667,0.74883,0.41550,0.33151,0,0,fragile;slippery;heavy;full;soft;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,risk_aware_touch_policy,pick,generic_part,1,0,0,0.22753,2,0.18000,0.66667,0.76477,0.43143,0.50121,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,calibrated_debt_threshold,pick,generic_part,1,0,0,0.22753,2,0.18000,0.66667,0.76477,0.43143,0.48921,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,counterfactual_material_filter,pick,generic_part,1,0,0,0.23100,2,0.18000,0.66667,0.75798,0.42465,0.49274,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,4,grounding_debt_planner_v5,pick,generic_part,1,0,0,0.23100,2,0.18000,0.66667,0.75798,0.42465,0.49274,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,passive_tactile_classifier,pour,empty_cup,0,1,0,0.27957,2,0.24000,1.00000,0.59783,0.59783,0.61982,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,strong_tactile_then_policy,pour,empty_cup,0,1,0,0.13540,6,0.79000,1.00000,0.64275,0.64275,0.43959,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,risk_aware_touch_policy,pour,empty_cup,0,1,0,0.18258,2,0.24000,1.00000,0.56426,0.56426,0.63728,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,calibrated_debt_threshold,pour,empty_cup,0,1,0,0.18258,2,0.24000,1.00000,0.56426,0.56426,0.62528,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,counterfactual_material_filter,pour,empty_cup,0,1,0,0.17964,2,0.24000,1.00000,0.55049,0.55049,0.63244,0,0,heavy;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,5,grounding_debt_planner_v5,pour,empty_cup,0,1,0,0.17964,2,0.24000,1.00000,0.55049,0.55049,0.63244,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,passive_tactile_classifier,open,latched_box,0,1,0,0.33360,2,0.24000,0.00000,0.62888,0.37112,0.55293,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,strong_tactile_then_policy,open,latched_box,0,1,0,0.33029,6,0.79000,0.66667,0.70141,0.36807,0.35834,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,risk_aware_touch_policy,open,latched_box,0,0,0,0.32863,2,0.28000,0.33333,0.63027,0.03640,0.52053,0,0,locked;soft,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,calibrated_debt_threshold,open,latched_box,0,0,0,0.37642,2,0.25000,0.33333,0.58483,0.08183,0.54905,0,0,locked;fragile,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,counterfactual_material_filter,open,latched_box,0,0,0,0.38268,2,0.25000,0.33333,0.56035,0.10631,0.56178,0,0,fragile;locked,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,6,grounding_debt_planner_v5,open,latched_box,0,0,0,0.38268,2,0.25000,0.33333,0.56035,0.10631,0.56178,0,0,fragile;locked,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,passive_tactile_classifier,handoff,thin_shell,1,0,0,0.18676,2,0.24000,1.00000,0.74409,0.74409,0.45220,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,strong_tactile_then_policy,handoff,thin_shell,0,1,0,0.19549,6,0.79000,1.00000,0.54478,0.54478,0.39897,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,risk_aware_touch_policy,handoff,thin_shell,0,0,1,0.18273,2,0.18000,1.00000,0.44388,0.44388,0.62943,0,0,fragile;slippery,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,calibrated_debt_threshold,handoff,thin_shell,0,0,1,0.18273,2,0.18000,1.00000,0.44388,0.44388,0.61743,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,counterfactual_material_filter,handoff,thin_shell,1,0,0,0.17204,2,0.24000,1.00000,0.72078,0.72078,0.45233,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,7,grounding_debt_planner_v5,handoff,thin_shell,0,0,1,0.17923,2,0.18000,1.00000,0.42395,0.42395,0.62780,0,0,slippery;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,passive_tactile_classifier,slide,thin_shell,0,1,0,0.48444,2,0.24000,0.66667,0.83037,0.49704,0.46161,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,strong_tactile_then_policy,slide,thin_shell,0,1,0,0.41942,6,0.79000,1.00000,0.81440,0.81440,0.31305,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,risk_aware_touch_policy,slide,thin_shell,0,1,0,0.57995,2,0.21000,0.66667,0.71643,0.38310,0.52508,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,calibrated_debt_threshold,slide,thin_shell,0,1,0,0.57995,2,0.21000,0.66667,0.71643,0.38310,0.51308,0,0,soft;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,counterfactual_material_filter,slide,thin_shell,0,1,0,0.39326,2,0.29000,1.00000,0.71479,0.71479,0.48648,0,0,soft;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,8,grounding_debt_planner_v5,slide,thin_shell,0,1,0,0.57695,2,0.21000,0.66667,0.70323,0.36989,0.51995,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.28271,2,0.24000,1.00000,0.70237,0.70237,0.53362,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.23603,6,0.79000,1.00000,0.56800,0.56800,0.44663,0,0,fragile;slippery;heavy;full;soft;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,risk_aware_touch_policy,insert,rigid_insert,1,0,0,0.23516,2,0.18000,1.00000,0.51305,0.51305,0.65319,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,calibrated_debt_threshold,insert,rigid_insert,1,0,0,0.23516,2,0.18000,1.00000,0.51305,0.51305,0.64119,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,counterfactual_material_filter,insert,rigid_insert,0,0,0,0.30757,2,0.21000,1.00000,0.71665,0.71665,0.51842,0,0,slippery;soft,wrong_action_parameter,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,9,grounding_debt_planner_v5,insert,rigid_insert,1,0,0,0.23170,2,0.18000,1.00000,0.50041,0.50041,0.64777,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,passive_tactile_classifier,pick,dense_block,1,0,0,0.27421,2,0.24000,0.66667,0.54766,0.21433,0.64089,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,strong_tactile_then_policy,pick,dense_block,1,0,0,0.14627,6,0.79000,1.00000,0.39388,0.39388,0.56399,0,0,fragile;slippery;heavy;full;soft;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,risk_aware_touch_policy,pick,dense_block,1,0,0,0.17872,2,0.18000,1.00000,0.31439,0.31439,0.78332,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,calibrated_debt_threshold,pick,dense_block,1,0,0,0.17872,2,0.18000,1.00000,0.31439,0.31439,0.77132,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,counterfactual_material_filter,pick,dense_block,1,0,0,0.17161,2,0.18000,1.00000,0.28825,0.28825,0.78491,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,10,grounding_debt_planner_v5,pick,dense_block,1,0,0,0.17161,2,0.18000,1.00000,0.28825,0.28825,0.78491,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,passive_tactile_classifier,pour,opaque_cup,1,0,0,0.05122,2,0.24000,1.00000,0.61936,0.61936,0.56286,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,strong_tactile_then_policy,pour,opaque_cup,0,1,0,0.19096,6,0.79000,0.66667,0.48962,0.15629,0.47345,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,risk_aware_touch_policy,pour,opaque_cup,1,0,0,0.15262,2,0.33000,0.66667,0.42030,0.08697,0.63469,0,0,heavy;full,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,calibrated_debt_threshold,pour,opaque_cup,0,1,0,0.15262,2,0.33000,0.66667,0.42030,0.08697,0.62269,0,0,heavy;full,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,counterfactual_material_filter,pour,opaque_cup,0,1,0,0.15990,2,0.33000,0.66667,0.39461,0.06128,0.63605,0,0,heavy;full,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,11,grounding_debt_planner_v5,pour,opaque_cup,1,0,0,0.05389,2,0.24000,1.00000,0.59003,0.59003,0.56611,0,0,heavy;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,passive_tactile_classifier,open,latched_box,0,0,1,0.45075,2,0.24000,0.33333,0.89709,0.23042,0.40134,0,0,slippery;heavy,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,strong_tactile_then_policy,open,latched_box,0,0,1,0.29095,6,0.79000,1.00000,0.65174,0.65174,0.37205,0,0,fragile;slippery;heavy;full;soft;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,risk_aware_touch_policy,open,latched_box,0,0,1,0.52661,2,0.25000,0.66667,0.67946,0.34613,0.49972,0,0,fragile;locked,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,calibrated_debt_threshold,open,latched_box,0,0,0,0.85000,2,0.23000,1.00000,0.80212,0.80212,0.43661,0,1,fragile;soft,abstained,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,counterfactual_material_filter,open,latched_box,0,0,1,0.55993,2,0.23000,1.00000,0.78235,0.78235,0.44689,0,0,soft;fragile,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,12,grounding_debt_planner_v5,open,latched_box,0,0,1,0.55993,2,0.23000,1.00000,0.78235,0.78235,0.44689,0,0,fragile;soft,slip_or_drop,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,passive_tactile_classifier,handoff,dense_block,1,0,0,0.25036,2,0.24000,0.66667,0.52814,0.19481,0.62576,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,strong_tactile_then_policy,handoff,dense_block,0,1,0,0.23321,6,0.79000,0.66667,0.66991,0.33658,0.39516,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,risk_aware_touch_policy,handoff,dense_block,1,0,0,0.15646,2,0.18000,1.00000,0.54614,0.54614,0.63752,0,0,fragile;slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,calibrated_debt_threshold,handoff,dense_block,1,0,0,0.15646,2,0.18000,1.00000,0.54614,0.54614,0.62552,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,counterfactual_material_filter,handoff,dense_block,1,0,0,0.29661,1,0.08000,0.66667,0.34227,0.00894,0.74843,0,0,slippery,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,13,grounding_debt_planner_v5,handoff,dense_block,1,0,0,0.15218,2,0.18000,1.00000,0.50971,0.50971,0.64446,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,passive_tactile_classifier,slide,thin_shell,0,1,0,0.24922,2,0.24000,1.00000,0.50802,0.50802,0.56590,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,strong_tactile_then_policy,slide,thin_shell,0,1,0,0.14588,6,0.79000,0.66667,0.45379,0.12046,0.43723,0,0,fragile;slippery;heavy;full;soft;locked,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,risk_aware_touch_policy,slide,thin_shell,0,1,0,0.35157,2,0.21000,0.66667,0.63490,0.30156,0.50415,0,0,slippery;soft,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,calibrated_debt_threshold,slide,thin_shell,0,1,0,0.22997,2,0.24000,1.00000,0.45672,0.45672,0.58058,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,counterfactual_material_filter,slide,thin_shell,0,1,0,0.22358,2,0.24000,1.00000,0.43861,0.43861,0.59000,0,0,heavy;slippery,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,14,grounding_debt_planner_v5,slide,thin_shell,0,1,0,0.22358,2,0.24000,1.00000,0.43861,0.43861,0.59000,0,0,slippery;heavy,damage_or_probe_damage,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,15,passive_tactile_classifier,insert,rigid_insert,1,0,0,0.24538,2,0.24000,0.33333,0.76435,0.09768,0.47147,0,0,slippery;heavy,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,15,strong_tactile_then_policy,insert,rigid_insert,1,0,0,0.19497,6,0.79000,1.00000,0.66623,0.66623,0.36562,0,0,fragile;slippery;heavy;full;soft;locked,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
combined_hard_shift,8,15,risk_aware_touch_policy,insert,rigid_insert,1,0,0,0.18857,2,0.18000,0.66667,0.62997,0.29663,0.56247,0,0,slippery;fragile,success,0.48000,0.55000,0.24000,0.42000,0.62000,0.45000,0.15000,0.02,0.90,0,0,0
